group,time,s_MP,change,type,length,sum_change,area,surge_area,group,time,change,type,p_MP,p_buyCap,p_askCap,p_totalBidVol,p_totalAskVol,length,sum_change,area
6197,1676647241728.0,19.22,0.003037333385097074,surge,1,0.003037333385097074,0.003037333385097074,0.003037333385097074,6198.0,1676647581032.0,-0.0020837987154117554,precursor,19.14,3927015.86,33972208.91,445423.99,315894.99,1.0,-0.0020837987154117554,-0.0020837987154117554
6199,1676647771125.0,19.12,0.0006797795612856538,surge,2,0.003917246127082119,0.007834492254164238,0.007834492254164238,6200.0,1676648700806.0,-0.00015481472207009572,precursor,19.24,3934724.2,33952511.56,445305.67,314524.02,3.0,-0.00207910889143722,-0.00623732667431166
6201,1676649619225.0,19.22,0.0023982517601455868,surge,2,0.0041698664411053635,0.008339732882210727,0.008339732882210727,6202.0,1676650594987.0,-0.0035293485639579236,precursor,19.19,3927208.24,33955906.46,444989.12,314768.82,3.0,-0.01204121490080733,-0.03612364470242199
6203,1676651922040.0,19.08,0.0038950766176853446,surge,6,0.016734599881616342,0.10040759928969806,0.10040759928969806,6204.0,1676656085458.0,-0.002945129088103915,precursor,19.38,4022785.5,34161488.99,449086.37,324276.33,2.0,-0.002939926598009568,-0.005879853196019136
6205,1676657563424.0,19.34,0.001920594384826313,surge,1,0.001920594384826313,0.001920594384826313,0.001920594384826313,6206.0,1676658353659.0,-0.0001541278147730196,precursor,19.32,4033104.45,34172030.58,450255.75,325316.0,1.0,-0.0001541278147730196,-0.0001541278147730196
6207,1676659038974.0,19.33,0.001345755943099558,surge,1,0.001345755943099558,0.001345755943099558,0.001345755943099558,6208.0,1676659902618.0,-0.00036127710982594154,precursor,19.34,4116923.71,34155556.81,454353.72,324209.44,2.0,-0.0007201238726149306,-0.0014402477452298613
6209,1676662338681.0,19.43,0.0063117457155762,surge,3,0.013756192330858008,0.041268576992574024,0.041268576992574024,6210.0,1676665686421.0,-0.002142440941600565,precursor,19.6,4111915.63,34074612.7,452342.04,319065.01,2.0,-0.0017794933351816032,-0.0035589866703632064
6211,1676668279863.0,19.62,0.002504957438990685,surge,1,0.002504957438990685,0.002504957438990685,0.002504957438990685,6212.0,1676669652576.0,-0.003362823544313498,precursor,19.61,4130543.01,34079972.86,453408.31,319241.77,2.0,-0.018775411654534814,-0.03755082330906963
6213,1676673381385.0,19.41,0.010254015375498948,surge,9,0.02682144505439813,0.24139300548958317,0.24139300548958317,6214.0,1676688240243.0,-0.007934029183011938,precursor,19.63,4197737.97,34188252.69,456709.82,324571.69,1.0,-0.007934029183011938,-0.007934029183011938
6215,1676690014077.0,19.58,0.0008690907024782035,surge,5,0.00957342222303872,0.047867111115193595,0.047867111115193595,6216.0,1676702230598.0,-0.0015652230520339927,precursor,19.8,2921292.23,32840350.81,390756.28,256466.5,4.0,-0.010388872833596107,-0.04155549133438443
6217,1676709845579.0,19.58,0.0015845492045096,surge,2,0.0023010691233216083,0.004602138246643217,0.004602138246643217,6218.0,1676713580549.0,-0.0002034591159112642,precursor,19.63,4317354.54,34196605.64,479538.8,324613.48,3.0,-0.0054945111516305776,-0.016483533454891734
6219,1676721834343.0,19.51,0.0047107594219511825,surge,2,0.00904788910281562,0.01809577820563124,0.01809577820563124,6220.0,1676727488604.0,-0.0017758007470201841,precursor,19.69,4284394.28,34200612.03,477387.71,324585.26,2.0,-0.0025844649387519293,-0.005168929877503859
6221,1676732528437.0,19.73,0.022712283880658646,surge,2,0.05045320586085922,0.10090641172171844,0.10090641172171844,6222.0,1676735947783.0,0.0001519756838906039,precursor,19.75,4263836.21,34138059.93,459854.97,321163.19,6.0,-0.001114206303585552,-0.006685237821513312
6223,1676736134155.0,19.73,0.0006084678658852205,surge,1,0.0006084678658852205,0.0006084678658852205,0.0006084678658852205,6224.0,1676736172420.0,0.00015210403741648947,precursor,19.74,4267314.05,34215699.1,460115.31,324650.64,3.0,0.00045605540519769725,0.0013681662155930916
6225,1676736357582.0,19.75,0.0008103830813230184,surge,1,0.0008103830813230184,0.0008103830813230184,0.0008103830813230184,6226.0,1676736461845.0,-0.0004044486275714632,precursor,19.77,4267816.36,34242381.44,460018.02,325912.48,3.0,-0.0008087166929986678,-0.0024261500789960035
6227,1676736820567.0,19.77,0.001620997453486006,surge,1,0.001620997453486006,0.001620997453486006,0.001620997453486006,6228.0,1676737012994.0,-0.00020196872181722504,precursor,19.79,4271686.23,34275828.01,460150.18,327463.35,3.0,-0.005011104634532493,-0.01503331390359748
6229,1676737513647.0,19.69,0.0011688801473995537,surge,1,0.0011688801473995537,0.0011688801473995537,0.0011688801473995537,6230.0,1676737730828.0,0.00045669829316316026,precursor,19.7,4203028.65,34280779.4,457058.68,328151.72,1.0,0.00045669829316316026,0.00045669829316316026
6231,1676738078099.0,19.75,0.0011687731582017303,surge,1,0.0011687731582017303,0.0011687731582017303,0.0011687731582017303,6232.0,1676738371205.0,-0.003039694763414613,precursor,19.68,4216654.38,34240513.93,457665.67,326074.12,2.0,-0.003293656473047657,-0.006587312946095314
6233,1676738969446.0,19.7,0.0024412483199769187,surge,1,0.0024412483199769187,0.0024412483199769187,0.0024412483199769187,6234.0,1676739342266.0,-0.000963334762538881,precursor,19.7,4210764.23,34254125.48,457360.48,326726.72,2.0,-0.0007602632969542777,-0.0015205265939085555
6235,1676739840759.0,19.72,0.0010660415129649659,surge,1,0.0010660415129649659,0.0010660415129649659,0.0010660415129649659,6236.0,1676740366316.0,-0.0009125733672199043,precursor,19.71,4200144.02,34236557.15,456805.85,325793.27,1.0,-0.0009125733672199043,-0.0009125733672199043
6237,1676740595166.0,19.67,0.0011678487511888268,surge,1,0.0011678487511888268,0.0011678487511888268,0.0011678487511888268,6238.0,1676741062109.0,5.271655107002005e-05,precursor,19.72,4141925.43,34144246.24,453727.57,321017.34,4.0,-0.005174482825269488,-0.020697931301077954
6239,1676742833214.0,19.67,0.001987196364133048,surge,1,0.001987196364133048,0.001987196364133048,0.001987196364133048,6240.0,1676743257689.0,-0.0009152284308589498,precursor,19.66,4281091.78,34231041.26,461353.91,325821.4,1.0,-0.0009152284308589498,-0.0009152284308589498
6241,1676743618175.0,19.66,0.0027486878885466747,surge,1,0.0027486878885466747,0.0027486878885466747,0.0027486878885466747,6242.0,1676744355089.0,-0.00030132612029504235,precursor,19.71,4297037.46,34269782.88,461792.77,327403.55,11.0,-0.016443432379720603,-0.18087775617692664
6243,1676753844924.0,19.36,0.0019101440302990436,surge,7,0.01155971425713983,0.08091799979997881,0.08091799979997881,6244.0,1676762311818.0,0.00040920444624791273,precursor,19.6,4067314.45,34366075.6,450725.42,328697.67,3.0,-0.003160172241285897,-0.00948051672385769
6245,1676766352313.0,19.61,0.00353087901942164,surge,2,0.005570941473302083,0.011141882946604165,0.011141882946604165,6246.0,1676769085867.0,-0.0034081675175104964,precursor,19.66,4123378.03,34516570.71,452020.59,336031.81,2.0,-0.00539198952360227,-0.01078397904720454
6247,1676773769665.0,19.56,0.0024057713255437817,surge,1,0.0024057713255437817,0.0024057713255437817,0.0024057713255437817,6248.0,1676776092949.0,-0.000867347018257869,precursor,19.57,4041310.9,34592918.67,448283.39,339741.71,2.0,-0.0023478770546731644,-0.004695754109346329
6249,1676779945421.0,19.61,0.0018421419928044357,surge,3,0.008778631580563833,0.0263358947416915,0.0263358947416915,6250.0,1676786276998.0,-0.0008611679325894794,precursor,19.73,4142655.08,34516671.99,452486.51,335049.97,5.0,-0.005636248162191937,-0.028181240810959685
6251,1676796794913.0,19.66,0.002653820624101044,surge,2,0.00382386408646127,0.00764772817292254,0.00764772817292254,6252.0,1676800083868.0,-0.00025354969574029604,precursor,19.67,4146357.3,34470970.43,453352.11,333141.48,1.0,-0.00025354969574029604,-0.00025354969574029604
6253,1676802986326.0,19.73,0.003965097936341233,surge,6,0.02489066100816655,0.1493439660489993,0.1493439660489993,6254.0,1676825278219.0,-0.012460148488150347,precursor,20.12,4287479.58,34384666.45,457498.4,326036.14,2.0,-0.025091858433078918,-0.050183716866157836
6255,1676831079643.0,19.68,0.0010263887840525564,surge,2,0.002906679267417822,0.005813358534835644,0.005813358534835644,6256.0,1676836539698.0,-0.008670373367302387,precursor,19.74,4238699.24,34249542.04,457420.18,324959.91,1.0,-0.008670373367302387,-0.008670373367302387
6257,1676841568878.0,19.69,0.014190486387322265,surge,2,0.016921164953162426,0.03384232990632485,0.03384232990632485,6258.0,1676849224401.0,-0.0012541909623697168,precursor,19.97,4127421.38,34284340.15,450375.13,325273.2,2.0,-0.018843304243882177,-0.03768660848776435
6259,1676859099301.0,19.45,0.0021248466875546713,surge,4,0.05593155429360151,0.22372621717440605,0.22372621717440605,6260.0,1676881486278.0,-0.0068233884102361754,precursor,20.59,4572163.37,34442357.32,469280.15,327347.7,1.0,-0.0068233884102361754,-0.0068233884102361754
6261,1676886845357.0,20.72,0.008211708277327113,surge,5,0.0347481448852152,0.17374072442607602,0.17374072442607602,6262.0,1676908848290.0,-0.00810031347853334,precursor,21.11,4749501.69,34399067.77,473816.39,322859.87,3.0,-0.1560844327484026,-0.46825329824520784
6263,1676920245031.0,20.95,0.05811970368787552,surge,1,0.05811970368787552,0.05811970368787552,0.05811970368787552,6264.0,1676920275195.0,-0.00019093078758944949,precursor,20.95,3412870.98,32814215.95,410221.36,249422.67,5.0,-0.0007633808115786179,-0.0038169040578930895
6265,1676920425404.0,20.94,0.0008598954936123171,surge,2,0.001528176110412538,0.003056352220825076,0.003056352220825076,6266.0,1676920495067.0,0.0004770082305874723,precursor,20.97,3404244.29,32808221.95,409762.68,249115.85,8.0,-0.0012393659419077442,-0.009914927535261953
