,precursor_buy_cap_pct_change,precursor_ask_cap_pct_change,precursor_bid_vol_pct_change,precursor_ask_vol_pct_change,change.1,sum_change.1,Cluster
4959,-0.0058598737,0.0020255577,0.00081098365,0.0072719147,-0.00035090343,-0.0032514788,Cluster 0
4960,0.0004085191,-0.0015683359,0.00018273795,-0.0047769267,-0.0038237153,-0.024314588,Cluster 0
4961,0.0017674234,-0.0016889176,0.0005158902,-0.004978526,-0.0018097605,-0.012805046,Cluster 0
4962,0.002123751,0.003459881,0.000783867,0.0119062755,-0.002197213,-0.027571648,Cluster 0
4963,-0.014946008,-0.0044021197,-0.004708322,-0.014598111,-0.0037410734,-0.0052383323,Cluster 0
4964,0.007131805,-0.00044325172,0.0014579046,-0.0022363698,-0.0015696835,-0.004718113,Cluster 0
4965,-0.0049695754,0.0009451826,-0.0023250938,0.002904848,-0.00022275378,-0.002612186,Cluster 0
4966,-0.0021552518,0.0043627233,-0.00059137563,0.015271146,-0.003366701,-0.003366701,Cluster 0
4967,-0.755036,-0.9302634,-0.58770716,0.1174981,-0.008970503,-0.010092302,Cluster 0
4968,-0.005363156,1.4012353e-05,-0.0017053387,2.9063169e-05,-0.0003742515,0.00015009307,Cluster 0
4969,-0.0059684375,0.00036787335,-0.0019358838,0.00125354,0.0005232247,0.0005232247,Cluster 0
4970,0.0027980034,-0.00085339934,0.0006049212,-0.0033019558,-0.0018737704,-0.020001,Cluster 0
4971,-0.008257877,0.00071961514,-0.0035674672,0.0024440943,-0.0018461094,-0.014980056,Cluster 0
4972,0.00094111916,-0.00021683006,0.0005421841,-0.0005363396,-0.001045947,-0.001045947,Cluster 0
4973,0.013013252,0.0007153194,0.0038144058,0.0024218769,0.00029917568,0.0003746383,Cluster 0
4974,-0.011746428,0.0016602232,-0.0039374996,0.0054424964,-0.0006570359,-0.0006570359,Cluster 0
4975,-0.014966242,-0.00076225086,-0.0049985307,-0.0027628578,-0.0005092308,-0.0030718874,Cluster 0
4976,0.008963252,-0.0005783784,0.0023401696,-0.002139824,-0.0010965955,-0.003881713,Cluster 0
4977,-0.0010458372,0.0010330147,-0.00018547087,0.0035617885,-0.0057186936,-0.011088613,Cluster 0
4978,-0.0050381673,-0.0015027382,-0.0015560064,-0.0009180242,-0.002960934,-0.011365068,Cluster 0
4979,-0.065946944,-0.0022114539,-0.019658938,-0.0072046723,-0.0019387985,-0.0019387985,Cluster 0
4980,0.0006254652,0.011603969,0.0006174485,0.033967115,-0.0041714944,-0.010381667,Cluster 0
4981,-0.0008263674,-0.0011226105,-0.00062998483,-0.0037609106,-0.0029220209,-0.18492915,Cluster 0
4982,0.0067020427,-0.000930699,0.001913567,-0.0029661772,7.558579e-05,0.00015179956,Cluster 0
4983,-0.0048428085,-0.00013275385,-0.001451126,-0.0004220215,-0.0006792453,-0.0040804916,Cluster 0
