,group,time,s_MP,change,type,length,sum_change,area,surge_area,group.1,time.1,change.1,type.1,p_MP,precursor_buy_cap_pct_change,precursor_ask_cap_pct_change,precursor_bid_vol_pct_change,precursor_ask_vol_pct_change,length.1,sum_change.1,area.1,Cluster
1698,3397,1668958700000.0,12.72,0.0006294877,surge,1,0.0006294877,0.0006294877,0.0006294877,3398.0,1668958700000.0,0.00023591082,precursor,12.73,-0.0033083723,4.4562898e-05,-0.0017101932,0.002478084,5.0,-0.0005490789,-0.0027453946,Cluster 0
1699,3399,1668959300000.0,12.72,0.00055068557,surge,1,0.00055068557,0.00055068557,0.00055068557,3400.0,1668959400000.0,-0.0006288073,precursor,12.72,-0.0048449123,5.2985783e-06,-0.0022890556,0.00030835284,2.0,-0.0009432727,-0.0018865454,Cluster 0
1700,3401,1668959800000.0,12.71,0.00094420044,surge,1,0.00094420044,0.00094420044,0.00094420044,3402.0,1668960000000.0,-0.000785731,precursor,12.73,0.00076275197,3.1562387e-05,0.0002275846,0.0016014278,1.0,-0.000785731,-0.000785731,Cluster 0
1701,3403,1668960400000.0,12.72,0.00078758696,surge,1,0.00078758696,0.00078758696,0.00078758696,3404.0,1668960500000.0,-0.0040876796,precursor,12.71,-0.0037035185,3.0195248e-05,-0.0018907997,0.0015918984,3.0,-0.0047951597,-0.0143854795,Cluster 0
1702,3405,1668961400000.0,12.67,0.0011061574,surge,1,0.0011061574,0.0011061574,0.0011061574,3406.0,1668961700000.0,-0.0020511579,precursor,12.65,-0.0052032126,4.4849844e-06,-0.0025023427,0.0003136395,8.0,-0.0030765731,-0.024612585,Cluster 0
1703,3407,1668965100000.0,12.65,0.0014246771,surge,2,0.0026900603,0.0053801206,0.0053801206,3408.0,1668966500000.0,-0.0033157296,precursor,12.64,-0.004173291,-7.288879e-05,-0.0019061939,-0.0028372263,2.0,-0.013051713,-0.026103426,Cluster 0
1704,3409,1668967700000.0,12.53,0.0018433871,surge,2,0.006394128,0.012788256,0.012788256,3410.0,1668969400000.0,-0.0006337193,precursor,12.58,0.004245404,0.0001626147,0.001553955,0.009201962,5.0,-0.005798376,-0.028991882,Cluster 0
1705,3411,1668973600000.0,12.52,0.00063948863,surge,2,0.003515782,0.007031564,0.007031564,3412.0,1668975400000.0,-0.007326745,precursor,12.55,0.0012220625,-0.00012951494,0.00049790164,-0.0068492307,6.0,-0.031216865,-0.18730119,Cluster 0
1706,3413,1668982500000.0,12.22,0.00609375,surge,1,0.00609375,0.00609375,0.00609375,3414.0,1668983600000.0,-0.001958452,precursor,12.23,-0.0043813214,3.5195757e-05,-0.002407227,0.001890313,6.0,-0.013173541,-0.07904124,Cluster 0
1707,3415,1668992300000.0,12.1,0.0014224738,surge,1,0.0014224738,0.0014224738,0.0014224738,3416.0,1668993800000.0,-0.002066526,precursor,12.15,0.008668792,-0.00070956605,0.005030159,-0.042268865,3.0,-0.026172794,-0.07851838,Cluster 0
1708,3417,1668998200000.0,11.82,0.005011236,surge,1,0.005011236,0.005011236,0.005011236,3418.0,1669000100000.0,-0.0028677103,precursor,11.83,0.0058301897,-0.00019883245,0.0028540036,-0.010859225,1.0,-0.0028677103,-0.0028677103,Cluster 0
1709,3419,1669001500000.0,11.8,0.0014455658,surge,2,0.009142889,0.018285777,0.018285777,3420.0,1669005800000.0,-0.0010831406,precursor,11.89,0.014061202,-2.4830313e-05,0.010350413,-0.002351807,1.0,-0.0010831406,-0.0010831406,Cluster 0
1710,3421,1669007400000.0,11.92,0.00420013,surge,2,0.010068597,0.020137195,0.020137195,3422.0,1669011700000.0,-0.0013298711,precursor,12.02,0.002090732,-0.000250056,0.0008562628,-0.015552887,6.0,-0.013358689,-0.08015213,Cluster 0
1711,3423,1669021300000.0,11.85,0.0006793752,surge,3,0.006517369,0.019552108,0.019552108,3424.0,1669028900000.0,-0.003514429,precursor,11.93,0.005057437,-6.613956e-05,0.0015835376,-0.0045866957,2.0,-0.005695422,-0.011390844,Cluster 0
1712,3425,1669035600000.0,11.89,0.009012153,surge,3,0.5278232,1.5834696,1.5834696,3426.0,1669041200000.0,-0.15151165,precursor,12.0,2.378801,15.368785,2.0183752,-0.18130855,2.0,-0.15201174,-0.30402347,Cluster 0
1713,3427,1669041400000.0,11.99,0.001251669,surge,2,0.0021685443,0.0043370887,0.0043370887,3428.0,1669041400000.0,-0.00016604277,precursor,12.02,-0.00019454584,-4.304691e-05,-0.000120149314,-0.0026000626,4.0,-0.0015805586,-0.0063222344,Cluster 0
1714,3429,1669041500000.0,12.01,0.00083395885,surge,1,0.00083395885,0.00083395885,0.00083395885,3430.0,1669041500000.0,-0.00024979183,precursor,12.01,0.004183922,7.534859e-05,0.0018310312,0.0047214744,3.0,3.4693312e-07,1.0407994e-06,Cluster 0
1715,3431,1669041600000.0,12.02,0.0010831945,surge,2,0.001749029,0.003498058,0.003498058,3432.0,1669041800000.0,-0.0009976445,precursor,12.03,-9.3825576e-05,8.455859e-05,-0.000115470924,0.005205461,2.0,-0.0009140345,-0.001828069,Cluster 0
1716,3433,1669042000000.0,12.03,0.0024136158,surge,3,0.004490167,0.013470501,0.013470501,3434.0,1669042400000.0,0.00033304846,precursor,12.08,-0.0021612796,2.4154066e-05,-0.001268498,0.0011460722,5.0,-0.0043115793,-0.021557897,Cluster 0
1717,3435,1669043000000.0,12.03,0.0015820839,surge,1,0.0015820839,0.0015820839,0.0015820839,3436.0,1669043200000.0,-8.29184e-05,precursor,12.04,-0.00015403083,5.65574e-05,-0.00017723501,0.0034757252,5.0,-0.0011596169,-0.005798084,Cluster 0
1718,3437,1669044200000.0,12.03,0.0008319471,surge,2,0.0024948728,0.0049897456,0.0049897456,3438.0,1669044900000.0,-0.00016563082,precursor,12.04,0.00096338644,-4.1122956e-05,0.00034090644,-0.002425522,9.0,-0.02029695,-0.18267255,Cluster 0
1719,3439,1669048800000.0,11.79,0.0030691382,surge,2,0.007644607,0.015289214,0.015289214,3440.0,1669050100000.0,-0.0022682773,precursor,11.91,-0.08767297,0.00044350355,-0.040425044,0.027644673,3.0,-0.006144315,-0.018432945,Cluster 0
1720,3441,1669052100000.0,11.82,0.0024619214,surge,2,0.0035598255,0.007119651,0.007119651,3442.0,1669052800000.0,-0.004044164,precursor,11.85,0.004083769,-3.0740594e-05,0.001600962,-0.0018926645,4.0,-0.011753328,-0.047013313,Cluster 0
1721,3443,1669055900000.0,11.8,0.0063145324,surge,3,0.009025608,0.027076824,0.027076824,3444.0,1669057900000.0,8.538855e-05,precursor,11.84,-0.23933151,-0.00012695922,-0.10879959,-0.008368113,3.0,-0.017021112,-0.05106334,Cluster 0
1722,3445,1669060200000.0,11.65,0.011005589,surge,3,0.023397418,0.070192255,0.070192255,3446.0,1669064300000.0,-0.0004981238,precursor,11.89,-0.0013933004,5.7918638e-05,-0.0013065021,0.0048157307,4.0,-0.013206961,-0.052827843,Cluster 0
1723,3447,1669069100000.0,11.73,0.0074057137,surge,1,0.0074057137,0.0074057137,0.0074057137,3448.0,1669070700000.0,-0.00082420785,precursor,11.85,-0.23202592,-0.0002443023,-0.10581634,-0.016930707,1.0,-0.00082420785,-0.00082420785,Cluster 0
1724,3449,1669072700000.0,11.85,0.0011892867,surge,1,0.0011892867,0.0011892867,0.0011892867,3450.0,1669074400000.0,-0.00067467784,precursor,11.82,-0.0012246344,7.815886e-05,-0.0003676093,0.005096417,2.0,-0.0042225486,-0.008445097,Cluster 0
1725,3451,1669075300000.0,11.79,0.012297767,surge,1,0.012297767,0.012297767,0.012297767,3452.0,1669077400000.0,-0.003077436,precursor,11.92,-0.16149613,0.00025536475,-0.06907119,0.015309014,5.0,-0.01259743,-0.06298715,Cluster 0
1726,3453,1669085800000.0,11.83,0.0072965515,surge,1,0.0072965515,0.0072965515,0.0072965515,3454.0,1669088500000.0,-0.00050100253,precursor,11.86,-0.0007274286,0.00046620748,-0.0008177885,0.030070474,8.0,-0.024236698,-0.19389358,Cluster 0
1727,3455,1669102200000.0,11.61,0.0019013275,surge,1,0.0019013275,0.0019013275,0.0019013275,3456.0,1669104100000.0,-0.002929254,precursor,11.62,0.28586432,8.8311084e-05,0.11220069,0.004847862,3.0,-0.008542025,-0.025626076,Cluster 0
1728,3457,1669112100000.0,11.55,0.0057377843,surge,1,0.0057377843,0.0057377843,0.0057377843,3458.0,1669116000000.0,-0.0029336375,precursor,11.6,0.007626033,3.1440428e-05,0.0027090579,0.0015019552,1.0,-0.0029336375,-0.0029336375,Cluster 0
1729,3459,1669118600000.0,11.52,0.0026120313,surge,5,0.45885828,2.2942913,2.2942913,3460.0,1669131700000.0,-0.031244326,precursor,12.24,0.119604036,18.63596,0.9688372,0.23956692,3.0,-0.031243995,-0.093731984,Cluster 0
1730,3461,1669131800000.0,12.26,0.00057149515,surge,1,0.00057149515,0.00057149515,0.00057149515,3462.0,1669131800000.0,-0.00016306555,precursor,12.25,6.765693e-05,4.5190436e-06,3.364676e-05,0.0002938218,1.0,-0.00016306555,-0.00016306555,Cluster 0
1731,3463,1669131800000.0,12.26,0.0013052569,surge,2,0.0018774805,0.003754961,0.003754961,3464.0,1669131900000.0,-0.0006508035,precursor,12.27,0.00027959148,4.6247522e-05,0.00012368319,0.0029037476,2.0,-0.0013841008,-0.0027682015,Cluster 0
1732,3465,1669131900000.0,12.26,0.0007344273,surge,3,0.0026900198,0.00807006,0.00807006,3466.0,1669132200000.0,0.00032526942,precursor,12.29,-0.0043999753,1.592399e-05,-0.0018233964,0.0006292543,1.0,0.00032526942,0.00032526942,Cluster 0
1733,3467,1669132200000.0,12.3,0.0009759405,surge,1,0.0009759405,0.0009759405,0.0009759405,3468.0,1669132300000.0,-8.064165e-05,precursor,12.31,-0.008757259,5.9814094e-05,-0.0038225483,0.0035583389,1.0,-8.064165e-05,-8.064165e-05,Cluster 0
1734,3469,1669132500000.0,12.34,0.0017069214,surge,1,0.0017069214,0.0017069214,0.0017069214,3470.0,1669132600000.0,-0.0002432435,precursor,12.34,0.0004240534,-4.788728e-05,9.755733e-06,-0.0017012696,3.0,-0.00243316,-0.00729948,Cluster 0
1735,3471,1669132800000.0,12.32,0.0019514846,surge,1,0.0019514846,0.0019514846,0.0019514846,3472.0,1669133100000.0,-0.0015404325,precursor,12.31,-0.00077011384,2.2145963e-05,-0.0003607277,0.0013230889,6.0,-0.0056882314,-0.03412939,Cluster 0
1736,3473,1669134200000.0,12.26,0.000571362,surge,1,0.000571362,0.000571362,0.000571362,3474.0,1669134400000.0,0.0004079634,precursor,12.27,-0.0043874425,9.30354e-05,-0.0024107895,0.0055121616,17.0,-0.008249844,-0.14024736,Cluster 0
1737,3475,1669140600000.0,12.19,0.0037835063,surge,1,0.0037835063,0.0037835063,0.0037835063,3476.0,1669141200000.0,-0.0014737991,precursor,12.21,-0.029121503,-9.380257e-05,-0.013055518,-0.005537557,3.0,-0.0035215528,-0.010564658,Cluster 0
1738,3477,1669143500000.0,12.19,0.00090778334,surge,1,0.00090778334,0.00090778334,0.00090778334,3478.0,1669144200000.0,-0.0015590588,precursor,12.15,0.005431564,-0.00020977393,0.0026914133,-0.013082558,1.0,-0.0015590588,-0.0015590588,Cluster 0
1739,3479,1669144800000.0,12.17,0.0034548955,surge,2,0.0048508965,0.009701793,0.009701793,3480.0,1669146300000.0,-0.0006541958,precursor,12.2,-0.0047440566,-1.848953e-05,-0.0019471188,-0.0009582146,2.0,-0.00032632693,-0.00065265386,Cluster 0
1740,3481,1669147400000.0,12.21,0.0009010349,surge,1,0.0009010349,0.0009010349,0.0009010349,3482.0,1669147900000.0,0.00040970114,precursor,12.22,0.002949499,-7.897498e-05,0.001236001,-0.0043644602,5.0,-0.002365929,-0.011829645,Cluster 0
1741,3483,1669152900000.0,12.21,0.0009840773,surge,5,0.010217569,0.05108784,0.05108784,3484.0,1669160200000.0,-0.0012158222,precursor,12.3,-0.17905721,-0.00037520519,-0.07588758,-0.022748694,2.0,-0.0012965947,-0.0025931895,Cluster 0
1742,3485,1669161500000.0,12.33,0.006420786,surge,2,0.012647343,0.025294686,0.025294686,3486.0,1669164000000.0,-0.0016830768,precursor,12.44,-0.19921304,0.00022913257,-0.08593968,0.014486415,3.0,-0.0011987574,-0.0035962723,Cluster 0
1743,3487,1669169300000.0,12.46,0.01712,surge,2,0.021363337,0.042726673,0.042726673,3488.0,1669173200000.0,-0.0043110084,precursor,12.63,0.23816061,-0.00018155322,0.08769855,-0.009048608,1.0,-0.0043110084,-0.0043110084,Cluster 0
1744,3489,1669175800000.0,12.75,0.0056154686,surge,1,0.0056154686,0.0056154686,0.0056154686,3490.0,1669178300000.0,0.0002380697,precursor,12.75,0.0005158196,1.724615e-05,0.0006630788,0.0014786763,2.0,-0.0034533232,-0.0069066463,Cluster 0
1745,3491,1669181700000.0,12.69,0.0005529211,surge,1,0.0005529211,0.0005529211,0.0005529211,3492.0,1669183600000.0,-0.00023559979,precursor,12.66,-0.0006177356,0.000360226,-0.00015316257,0.021495705,2.0,-0.00062923733,-0.0012584747,Cluster 0
1746,3493,1669186200000.0,12.69,0.0014985475,surge,2,0.003233066,0.006466132,0.006466132,3494.0,1669191700000.0,-0.000784061,precursor,12.7,0.0011542134,-0.00010544227,0.00035835608,-0.008206714,1.0,-0.000784061,-0.000784061,Cluster 0
1747,3495,1669194400000.0,12.74,0.0019697426,surge,1,0.0019697426,0.0019697426,0.0019697426,3496.0,1669197700000.0,-0.0003924034,precursor,12.74,0.0017787006,-0.00014478843,0.0006604953,-0.007813719,1.0,-0.0003924034,-0.0003924034,Cluster 0
1748,3497,1669201300000.0,12.82,0.0064435247,surge,1,0.0064435247,0.0064435247,0.0064435247,3498.0,1669204300000.0,-0.0014016213,precursor,12.81,0.040823724,-0.00015889743,0.017012222,-0.009215104,4.0,-0.020818714,-0.083274856,Cluster 0
1749,3499,1669214400000.0,12.56,0.0028703755,surge,1,0.0028703755,0.0028703755,0.0028703755,3500.0,1669217300000.0,-0.003335615,precursor,12.52,-0.0008697549,-0.00028359154,-0.00014667882,-0.016391428,3.0,-0.010430816,-0.03129245,Cluster 0
1750,3501,1669223300000.0,12.46,0.0026551147,surge,3,0.020843405,0.06253021,0.06253021,3502.0,1669232600000.0,-0.00068822934,precursor,12.68,-0.07595948,-0.00033651243,-0.032104693,-0.019968785,1.0,-0.00068822934,-0.00068822934,Cluster 0
1751,3503,1669236700000.0,12.73,0.006140751,surge,5,0.07579783,0.3789892,0.3789892,3504.0,1669252400000.0,-0.116790265,precursor,12.99,0.15286747,-0.90656686,0.6284511,0.1044111,3.0,-0.11655931,-0.34967795,Cluster 0
1752,3505,1669252400000.0,13.0,0.00053846155,surge,2,0.002614143,0.005228286,0.005228286,3506.0,1669252500000.0,-0.0013800153,precursor,13.02,-0.0056571634,0.011100401,-0.0023163871,0.0011364978,4.0,-0.0022243385,-0.008897354,Cluster 0
1753,3507,1669252600000.0,13.0,0.00076923077,surge,1,0.00076923077,0.00076923077,0.00076923077,3508.0,1669252600000.0,-0.0001531963,precursor,13.01,0.00031535764,2.0645117e-05,0.00010221393,0.0011622827,4.0,-0.0004602977,-0.0018411909,Cluster 0
1754,3509,1669252900000.0,13.01,0.0006918939,surge,1,0.0006918939,0.0006918939,0.0006918939,3510.0,1669253000000.0,-0.0005373396,precursor,13.02,0.0032368698,3.139636e-05,0.0012701962,0.0021721104,2.0,-0.0018439677,-0.0036879354,Cluster 0
1755,3511,1669253300000.0,13.0,0.0010007698,surge,1,0.0010007698,0.0010007698,0.0010007698,3512.0,1669253400000.0,0.0002308874,precursor,13.01,-0.013150005,0.00014193129,-0.005420409,0.007873227,2.0,0.0006920711,0.0013841422,Cluster 0
1756,3513,1669253600000.0,13.03,0.0006916575,surge,7,0.02240528,0.15683696,0.15683696,3514.0,1669255800000.0,-0.00022302187,precursor,13.29,0.0027170558,6.170475e-05,0.00096128363,0.003753339,1.0,-0.00022302187,-0.00022302187,Cluster 0
1757,3515,1669256000000.0,13.34,0.00060336647,surge,1,0.00060336647,0.00060336647,0.00060336647,3516.0,1669256600000.0,-0.0006001506,precursor,13.33,-0.0023806288,-8.665427e-05,-0.00079876103,-0.0046872264,3.0,-0.006091944,-0.01827583,Cluster 0
1758,3517,1669257800000.0,13.28,0.003325148,surge,2,0.0045301383,0.009060277,0.009060277,3518.0,1669259000000.0,-0.00090123934,precursor,13.29,0.004131504,5.2639192e-05,0.0014575274,0.0029594281,3.0,-0.00044653937,-0.0013396181,Cluster 0
1759,3519,1669260600000.0,13.31,0.001731078,surge,2,0.0035363804,0.0070727607,0.0070727607,3520.0,1669262200000.0,-7.4455886e-05,precursor,13.34,0.0006568056,8.910136e-05,0.00026966806,0.00991691,1.0,-7.4455886e-05,-7.4455886e-05,Cluster 0
1760,3521,1669262900000.0,13.36,0.0027012979,surge,1,0.0027012979,0.0027012979,0.0027012979,3522.0,1669263700000.0,-0.0035895703,precursor,13.35,-0.0016000642,7.02505e-05,-0.0007542271,0.0038614767,5.0,-0.01096217,-0.054810848,Cluster 0
1761,3523,1669267300000.0,13.25,0.00083361927,surge,1,0.00083361927,0.00083361927,0.00083361927,3524.0,1669268100000.0,0.00037815713,precursor,13.24,0.0012241856,-2.4418974e-05,0.00043555067,-0.0003189059,3.0,-0.001584791,-0.0047543733,Cluster 0
1762,3525,1669269800000.0,13.19,0.00083493587,surge,1,0.00083493587,0.00083493587,0.00083493587,3526.0,1669270200000.0,-0.0009043415,precursor,13.24,-0.0035637408,-3.5193458e-05,-0.0016710265,-0.0021029403,2.0,-0.0009774058,-0.0019548116,Cluster 0
1763,3527,1669272400000.0,13.2,0.0006817034,surge,1,0.0006817034,0.0006817034,0.0006817034,3528.0,1669273400000.0,-0.0013600864,precursor,13.23,0.004091056,3.662006e-05,0.0014276087,0.0016309225,7.0,-0.01526012,-0.10682084,Cluster 0
1764,3529,1669282500000.0,13.04,0.0021521926,surge,1,0.0021521926,0.0021521926,0.0021521926,3530.0,1669284600000.0,-0.00045924168,precursor,13.06,0.0031349887,-6.5902816e-05,0.0010514987,-0.0035902648,4.0,-0.0136721665,-0.054688666,Cluster 0
1765,3531,1669290800000.0,12.87,0.0018649229,surge,1,0.0018649229,0.0018649229,0.0018649229,3532.0,1669291700000.0,-0.0018596863,precursor,12.88,0.0014586437,-0.00033730883,0.00047945298,-0.01852753,2.0,-0.0033348412,-0.0066696825,Cluster 0
1766,3533,1669294900000.0,12.86,0.0009390569,surge,2,0.00327145,0.0065429,0.0065429,3534.0,1669299000000.0,-0.003950666,precursor,12.88,-0.000679001,3.4745182e-05,-0.0014108869,0.0021394424,1.0,-0.003950666,-0.003950666,Cluster 0
1767,3535,1669301400000.0,12.89,0.0012514595,surge,2,0.0033543857,0.0067087715,0.0067087715,3536.0,1669306100000.0,-0.00015219985,precursor,12.93,-0.006001333,-5.9002494e-05,-0.0028847975,-0.0042225984,1.0,-0.00015219985,-0.00015219985,Cluster 0
1768,3537,1669308000000.0,12.89,0.00094049884,surge,2,0.0014865593,0.0029731186,0.0029731186,3538.0,1669312500000.0,-0.0033328533,precursor,12.9,0.003447113,4.846299e-05,0.0014063367,0.0030125035,2.0,-0.0037947665,-0.007589533,Cluster 0
1769,3539,1669318200000.0,12.85,0.0017901863,surge,2,0.004898255,0.00979651,0.00979651,3540.0,1669324500000.0,-0.001391991,precursor,12.91,-0.0068903817,-2.8897924e-05,-0.0028163055,-0.0009805803,2.0,-0.0020089005,-0.004017801,Cluster 0
1770,3541,1669330800000.0,12.92,0.0027936492,surge,1,0.0027936492,0.0027936492,0.0027936492,3542.0,1669334800000.0,-0.0073475675,precursor,12.91,-0.011485396,1.8832114e-05,-0.0047079064,0.0012276962,3.0,-0.107057825,-0.3211735,Cluster 0
1771,3543,1669338400000.0,12.81,0.00062487804,surge,2,0.0016397102,0.0032794203,0.0032794203,3544.0,1669338500000.0,-0.00015576305,precursor,12.82,0.00020842398,2.1023176e-05,8.558696e-05,0.0012293684,6.0,-0.00023334021,-0.0014000413,Cluster 0
1772,3545,1669338800000.0,12.83,0.0011699252,surge,1,0.0011699252,0.0011699252,0.0011699252,3546.0,1669338800000.0,7.8003024e-05,precursor,12.84,-0.0029147975,6.269079e-05,-0.0011988049,0.0037215883,2.0,-0.0003893474,-0.0007786948,Cluster 0
1773,3547,1669339000000.0,12.84,0.00054565707,surge,1,0.00054565707,0.00054565707,0.00054565707,3548.0,1669339200000.0,-7.788162e-05,precursor,12.84,-0.0037823783,-5.126326e-05,-0.0014730425,-0.0030367638,7.0,-0.0010897348,-0.0076281438,Cluster 0
1774,3549,1669340300000.0,12.84,0.0012481112,surge,1,0.0012481112,0.0012481112,0.0012481112,3550.0,1669340600000.0,-7.7699704e-05,precursor,12.85,-0.0066915387,-1.4022237e-05,-0.0026938554,-0.0005897918,6.0,-0.013616014,-0.081696086,Cluster 0
1775,3551,1669342000000.0,12.69,0.0009481795,surge,1,0.0009481795,0.0009481795,0.0009481795,3552.0,1669342300000.0,0.0004739958,precursor,12.69,0.0017767397,1.2372107e-05,0.0006416142,0.0007779204,1.0,0.0004739958,0.0004739958,Cluster 0
1776,3553,1669342700000.0,12.7,0.00078858127,surge,1,0.00078858127,0.00078858127,0.00078858127,3554.0,1669343100000.0,-0.001260339,precursor,12.7,-0.001670792,3.3656786e-05,-0.00062235433,0.001692438,8.0,-0.009480738,-0.075845905,Cluster 0
1777,3555,1669347400000.0,12.58,0.00055688166,surge,4,0.004129828,0.016519312,0.016519312,3556.0,1669350600000.0,0.00047568677,precursor,12.63,-0.00074302783,-2.3346509e-05,-0.00034194067,-0.00142492,2.0,-0.0044318195,-0.008863639,Cluster 0
1778,3557,1669352300000.0,12.52,0.0014404568,surge,3,0.0038263465,0.01147904,0.01147904,3558.0,1669355300000.0,-0.0008705634,precursor,12.63,0.0017640389,5.7790156e-05,0.0005045884,0.0032880595,1.0,-0.0008705634,-0.0008705634,Cluster 0
1779,3559,1669356300000.0,12.6,0.000716425,surge,3,0.0079221595,0.023766479,0.023766479,3560.0,1669359600000.0,-0.00078653457,precursor,12.72,0.0063084955,-0.00016248965,0.0023647554,-0.009644407,2.0,-0.001887906,-0.003775812,Cluster 0
1780,3561,1669361800000.0,12.69,0.0018920609,surge,1,0.0018920609,0.0018920609,0.0018920609,3562.0,1669363400000.0,-0.0011004425,precursor,12.72,-0.0037137673,-8.237698e-05,-0.0016327621,-0.005238303,5.0,-0.0046459236,-0.02322962,Cluster 0
1781,3563,1669372200000.0,12.67,0.002531961,surge,4,0.020359071,0.081436284,0.081436284,3564.0,1669379800000.0,-0.0019644194,precursor,12.95,-0.0002687293,-2.3709163e-05,-0.0010271604,-0.0025176015,3.0,-0.008319805,-0.024959417,Cluster 0
1782,3565,1669385300000.0,12.8,0.0010170325,surge,3,0.07717963,0.2315389,0.2315389,3566.0,1669391500000.0,-0.037114903,precursor,12.81,-0.3140462,-0.83224654,0.1726354,-0.058092225,2.0,-0.036802646,-0.07360529,Cluster 0
1783,3567,1669391500000.0,12.82,0.0006243903,surge,1,0.0006243903,0.0006243903,0.0006243903,3568.0,1669391600000.0,6.079745e-08,precursor,12.83,0.000851348,-3.2580123e-05,0.00031534833,-0.0019025947,5.0,-7.733435e-05,-0.00038667175,Cluster 0
1784,3569,1669391700000.0,12.83,0.0007020281,surge,1,0.0007020281,0.0007020281,0.0007020281,3570.0,1669391800000.0,0.0,precursor,12.83,0.0006299785,0.00020652471,0.0002166048,0.011989117,1.0,0.0,0.0,Cluster 0
1785,3571,1669391800000.0,12.83,0.0007014809,surge,1,0.0007014809,0.0007014809,0.0007014809,3572.0,1669391800000.0,7.794232e-05,precursor,12.84,0.0058386684,0.00010589505,0.0022244295,0.0058879964,16.0,-0.0072601405,-0.11616225,Cluster 0
1786,3573,1669394500000.0,12.75,0.0015692434,surge,1,0.0015692434,0.0015692434,0.0015692434,3574.0,1669394900000.0,0.0004704652,precursor,12.77,0.004648874,1.849558e-05,0.0016911449,0.000991558,1.0,0.0004704652,0.0004704652,Cluster 0
1787,3575,1669395400000.0,12.78,0.0010961969,surge,3,0.0034412916,0.010323876,0.010323876,3576.0,1669396600000.0,-0.00031183,precursor,12.82,-0.0029254484,5.907753e-05,-0.0013367396,0.0035333862,1.0,-0.00031183,-0.00031183,Cluster 0
1788,3577,1669397000000.0,12.81,0.00062475604,surge,1,0.00062475604,0.00062475604,0.00062475604,3578.0,1669397300000.0,1.2168981e-07,precursor,12.82,-0.005592155,0.00013612524,-0.0022791363,0.007925827,1.0,1.2168981e-07,1.2168981e-07,Cluster 0
1789,3579,1669397600000.0,12.85,0.002652106,surge,5,0.0063063093,0.031531546,0.031531546,3580.0,1669401700000.0,-0.00046469594,precursor,12.9,-0.00292106,-7.055903e-05,-0.0011120817,-0.0037913213,2.0,-0.0018600451,-0.0037200903,Cluster 0
1790,3581,1669402900000.0,12.87,0.000932039,surge,2,0.0026406574,0.0052813147,0.0052813147,3582.0,1669405000000.0,0.00015533862,precursor,12.92,0.0009377788,-9.522045e-05,0.00026334432,-0.0045076543,2.0,-7.697943e-05,-0.00015395886,Cluster 0
1791,3583,1669407300000.0,12.92,0.0027897384,surge,1,0.0027897384,0.0027897384,0.0027897384,3584.0,1669408200000.0,-0.000539764,precursor,12.95,-0.0068357796,-6.472357e-06,-0.0028474713,0.0063813706,9.0,-0.008289083,-0.07460175,Cluster 0
1792,3585,1669419000000.0,12.88,0.0009367638,surge,6,0.026991887,0.16195132,0.16195132,3586.0,1669429700000.0,-0.0018201935,precursor,13.18,0.005305294,-1.7434322e-05,0.002310119,-0.00090790965,5.0,-0.015991746,-0.07995873,Cluster 0
1793,3587,1669439300000.0,13.0,0.0015412483,surge,1,0.0015412483,0.0015412483,0.0015412483,3588.0,1669441400000.0,-7.301819e-05,precursor,13.01,0.008806841,6.93132e-07,0.0043555987,1.9560515e-05,3.0,-0.007001421,-0.021004263,Cluster 0
1794,3589,1669449100000.0,12.94,0.0020150242,surge,1,0.0020150242,0.0020150242,0.0020150242,3590.0,1669451400000.0,-7.710045e-05,precursor,12.92,-0.010132917,5.07142e-05,-0.0041375593,0.0031983012,1.0,-7.710045e-05,-7.710045e-05,Cluster 0
1795,3591,1669453200000.0,12.94,0.0026291853,surge,4,0.008796411,0.035185643,0.035185643,3592.0,1669461800000.0,-0.0006880716,precursor,13.04,0.0010081363,5.225846e-05,0.0007572443,0.003245175,1.0,-0.0006880716,-0.0006880716,Cluster 0
1796,3593,1669463900000.0,13.07,0.0016876464,surge,3,0.003525554,0.010576662,0.010576662,3594.0,1669472600000.0,-0.0010715057,precursor,13.1,0.0011024625,1.0010889e-05,0.00013920237,0.0003501824,27.0,-0.36250934,-9.787752,Cluster 0
1797,3595,1669487000000.0,12.85,0.0005447471,surge,1,0.0005447471,0.0005447471,0.0005447471,3596.0,1669487300000.0,-0.0006998445,precursor,12.85,-0.003568014,-2.901053e-05,-0.0014984661,-0.0017417234,3.0,-0.0028795602,-0.008638681,Cluster 0
1798,3597,1669488200000.0,12.83,0.00062402495,surge,1,0.00062402495,0.00062402495,0.00062402495,3598.0,1669488300000.0,7.806392e-05,precursor,12.82,0.006046652,-4.7490674e-05,0.0032319988,-0.0012491094,4.0,-0.008750708,-0.03500283,Cluster 0
1799,3599,1669489900000.0,12.72,0.00094451,surge,2,0.0018872886,0.0037745773,0.0037745773,3600.0,1669490500000.0,-7.7692035e-05,precursor,12.75,0.005390207,0.0001750907,0.0028416787,0.01047864,2.0,0.00031514242,0.00063028483,Cluster 0
1800,3601,1669491700000.0,12.75,0.0010985318,surge,3,0.0028227933,0.00846838,0.00846838,3602.0,1669493700000.0,-0.0016431925,precursor,12.78,-0.00344899,-1.52180155e-05,-0.0018614718,-0.0009003356,6.0,-0.0007805711,-0.0046834266,Cluster 0
