,precursor_buy_cap_pct_change,precursor_ask_cap_pct_change,precursor_bid_vol_pct_change,precursor_ask_vol_pct_change,change,sum_change,surge_area,Cluster
0,-0.0006178015498222,-1.709972258623349e-05,-0.0002096458652482,-0.0023843346071553,0.5053640914141343,0.5053640914141343,0.5053640914141343,Cluster 4
1,-0.0023578621142655,-2.3522460934621847e-06,-0.0008181624688178,-0.0003329881816348,0.0006702413621352,0.0006702413621352,0.0006702413621352,Cluster 0
2,0.0047495706585973,-3.556111627034397e-05,0.0015732626498421,-0.0048352947457219,0.0012725720146344,0.001807711487537,0.003615422975074,Cluster 0
3,-0.0009866173542817,2.160431632258764e-06,-0.0003980081357862,6.16873733703116e-05,0.0008733601050908,0.002114419094538,0.0042288381890761,Cluster 0
4,0.0015305183724523,9.736242509550408e-06,0.0003343740339332,0.0010941289927393,0.0013050532241966,0.0013050532241966,0.0013050532241966,Cluster 0
5,-0.0017047815413311,-2.768352402093832e-05,-0.0006250642803218,-0.0040448136101856,0.0030834711586,0.0046389087630439,0.0092778175260878,Cluster 0
6,0.0043195583638802,1.0136691908302352e-05,0.0010946292001834,-0.0005488895629637,0.0039589033241693,0.0085371045762848,0.0341484183051395,Cluster 0
7,0.0113016820828675,0.0001760849888092,0.0030046336596236,0.0216245153173231,0.004761119546207,0.004761119546207,0.004761119546207,Cluster 0
8,0.0061529097183907,4.541517918843496e-06,0.0024630499668085,0.0019047740025976,0.0005916499415364,0.0005916499415364,0.0005916499415364,Cluster 0
9,-0.0008789719420619,-1.755286263471767e-05,-0.000493149005959,-0.0030283164363658,0.00079775626938,0.003327848072827,0.006655696145654,Cluster 0
10,-0.0108187152999086,-1.908181967147371e-05,-0.0035696947213416,-0.0015050246372885,0.0032916327173921,0.0048802344391903,0.0097604688783806,Cluster 0
11,-0.012130057740901,6.656627021150996e-05,-0.0046068113670381,0.0076191121777546,0.0038665062449376,0.0038665062449376,0.0038665062449376,Cluster 0
12,0.2281147652461517,0.0020589219454716,0.0680681839308947,0.361857403015932,0.0023612002563171,0.0023612002563171,0.0023612002563171,Cluster 48
13,0.0245741005287931,-1.4143169803748634e-05,0.0097795976038415,0.0039797285310509,0.0021871742341748,0.0030563041381839,0.0061126082763679,Cluster 0
14,0.0001853642464593,0.0002313367086883,0.0010847522497023,0.0331736436927745,0.0067374141166244,0.0067374141166244,0.0067374141166244,Cluster 0
15,0.0371769279232083,1.6139597296405128e-06,0.0128049609510996,-1.998222184129705e-05,0.0086590700543207,0.0129561487522904,0.0259122975045808,Cluster 0
16,0.0030495826315382,5.827073727049381e-05,-0.0020847622927393,0.0010185605396051,0.0129384745512336,0.0129384745512336,0.0129384745512336,Cluster 0
17,0.0009408611017087,2.8898806986532577e-05,0.0006466893453487,0.0041339927342907,0.0010731799674419,0.0010731799674419,0.0010731799674419,Cluster 0
18,-0.0077048471498613,-2.93239231340392e-05,-0.00306326014341,-0.0042616706476399,0.0008035010864528,0.0084321306899345,0.0252963920698036,Cluster 0
19,0.5270741696801564,0.0009449752795505,0.134410205815306,0.1896565043799383,0.003039204546262,0.003039204546262,0.003039204546262,Cluster 48
21,-0.0033480979047548,2.15728985171193e-05,-0.0012517437403781,0.0036600765698631,0.0013972824667449,0.0013972824667449,0.0013972824667449,Cluster 0
22,-0.0067378339181574,1.4214164578030264e-05,-0.0025352327944463,0.0024201296083867,0.001013142952753,0.001013142952753,0.001013142952753,Cluster 0
23,0.002057443864547,1.508458361776377e-05,0.0006177394180857,0.0025455406225891,0.0021342874345697,0.0032512890297804,0.0065025780595609,Cluster 0
24,0.0097315977648086,5.470350066838492e-05,0.0035295906365488,0.0091673304523043,0.0005927719080367,0.0005927719080367,0.0005927719080367,Cluster 0
25,0.076230590887792,7.703566095917935e-06,0.0273231052243381,0.0012729799653889,0.0048428657596025,0.0063717296219365,0.012743459243873,Cluster 0
26,6.889122125253166e-05,4.668672714558397e-05,-0.0002812707317148,0.0058355341435802,0.0025037058001413,0.0025037058001413,0.0025037058001413,Cluster 0
27,-0.0055888577484735,1.642854376759928e-06,-0.0024616644171305,-0.000768060060133,0.0029034078780528,0.0029034078780528,0.0029034078780528,Cluster 0
28,0.0059104965899698,0.0001224931138414,0.0013672486513867,0.0061131003326828,0.0044297743455666,0.0044297743455666,0.0044297743455666,Cluster 0
29,0.0020039155136786,-2.878591516231044e-05,0.0010697909961052,-0.0021585483711856,0.0045824449368407,0.0084551165205418,0.0253653495616254,Cluster 0
30,0.0010752153709501,1.543842201323642e-05,-7.05537715226523e-05,0.000161246089926,0.0016967008172008,0.0063961004617944,0.0127922009235888,Cluster 0
31,0.0032769477566225,4.451257446391743e-05,0.0010147977307235,0.0050411398910303,0.0005859214488284,0.0018264685981842,0.0036529371963684,Cluster 0
32,0.0016158610677514,-3.808466119226139e-05,0.000928110693215,-0.0044587242411251,0.0021859579529674,0.0138932712292473,0.0555730849169892,Cluster 0
33,-0.002303008195309,-6.616081308008503e-05,-0.001398276414365,-0.0107193427424394,0.0040919977787118,0.0040919977787118,0.0040919977787118,Cluster 0
34,0.0022469436693919,0.0001186450885271,0.0006919231587021,0.0154455372256068,0.0015141563105693,0.0015141563105693,0.0015141563105693,Cluster 0
35,-0.0543111126829267,8.321663612531616e-05,-0.0209306479443626,0.01216639672055,0.001377298996512,0.0079065649748822,0.0158131299497645,Cluster 0
