mp,tav,tbv,bc,ac,time
10.33,269566.147,17854.368,183982.896,12806591.226,1693252768
10.33,270236.267,17826.161,183688.017,12813507.713,1693252771
10.33,269577.147,18476.148,190392.901,12806696.128,1693252774
10.33,269930.554,17841.46,183841.548,12810346.823,1693252777
10.33,269182.775,17412.371,179421.815,12802615.234,1693252780
10.33,268240.245,18167.317,187212.846,12792899.1,1693252783
10.33,269307.371,18167.317,187212.846,12803933.168,1693252786
10.33,268645.468,18287.625,188454.424,12797094.658,1693252789
10.33,268525.464,18743.868,193166.68,12795859.198,1693252792
10.33,269039.986,18141.526,186950.208,12801186.413,1693252795
10.33,269039.986,18124.472,186786.343,12801186.244,1693252798
10.33,269632.383,18504.85,190691.721,12807283.783,1693252801
10.33,269993.079,17854.85,183982.499,12811001.496,1693252804
10.33,269644.133,17401.079,179304.139,12807384.424,1693252807
10.33,270111.944,17877.194,184209.332,12812225.142,1693252810
10.33,271496.648,24196.909,249081.271,12826322.359,1693252813
10.33,271109.549,24622.134,253461.088,12822318.05,1693252816
10.33,271519.19,24685.219,254110.864,12826541.82,1693252819
10.33,271525.79,25072.487,258099.724,12826608.543,1693252822
10.33,271519.19,18094.47,186359.221,12826540.674,1693252825
10.33,271525.79,25051.585,257889.483,12826607.834,1693252828
10.32,270382.866,24802.598,255309.324,12814756.373,1693252831
10.32,270382.866,25023.286,257580.684,12814756.373,1693252834
10.32,270620.806,25023.286,257580.684,12817211.793,1693252837
10.32,270770.806,25012.085,257465.202,12818759.793,1693252840
10.32,270395.806,25012.085,257465.202,12814891.043,1693252843
10.32,270854.662,25012.085,257465.775,12819647.935,1693252846
10.32,270854.448,25012.085,257465.775,12819642.156,1693252849
10.32,270854.448,25206.662,259483.409,12819648.035,1693252852
10.32,270854.448,25200.114,259419.773,12819648.035,1693252855
10.32,270928.275,25200.114,259416.685,12820410.668,1693252858
10.32,270928.275,25200.114,259416.685,12820413.055,1693252861
10.32,270928.275,25200.114,259416.685,12820413.055,1693252864
10.32,270928.275,25200.114,259416.685,12820413.055,1693252867
10.32,270928.275,25200.114,259416.685,12820413.055,1693252870
10.32,270928.275,25227.221,259695.887,12820413.055,1693252873
10.32,270876.278,25227.221,259695.887,12819875.926,1693252876
10.32,270876.278,25498.889,262486.297,12819878.042,1693252879
10.32,270876.278,25227.221,259693.475,12819875.926,1693252882
10.32,270873.54,25441.042,261893.42,12819849.156,1693252885
10.33,269870.165,19119.066,196989.115,12809574.304,1693252888
10.33,272358.039,19457.739,200483.18,12835327.175,1693252891
10.33,272417.835,19457.739,200483.373,12835949.699,1693252894
10.33,270995.903,18860.869,194344.858,12821270.637,1693252897
10.33,270846.35,18860.869,194344.556,12819728.682,1693252900
10.33,271201.307,18860.577,194342.333,12823406.984,1693252903
10.33,271201.307,18658.407,192259.982,12823406.984,1693252906
10.33,271201.307,18911.901,194883.071,12823412.712,1693252909
10.33,271201.307,18911.778,194882.611,12823412.712,1693252912
10.33,271387.205,18051.333,186011.107,12825317.005,1693252915
10.33,270737.205,18351.333,189107.107,12818602.505,1693252918
10.33,270742.39,18351.333,189107.651,12818656.066,1693252921
10.33,270161.91,19980.378,205926.987,12812666.306,1693252924
10.33,270161.717,19923.824,205343.915,12812664.312,1693252927
10.33,270161.717,19923.807,205343.74,12812664.312,1693252930
10.33,270112.197,19923.807,205343.74,12812147.936,1693252933
10.33,270112.197,19923.807,205343.74,12812152.275,1693252936
10.33,270112.249,19923.807,205343.74,12812148.667,1693252939
10.33,270112.249,19923.807,205343.74,12812149.523,1693252942
10.33,270112.249,19923.807,205343.74,12812149.523,1693252945
10.33,270112.249,19723.001,203275.452,12812149.523,1693252948
10.33,270112.249,19924.989,205355.928,12812149.523,1693252951
10.33,270127.789,19924.989,205355.928,12812310.21,1693252954
10.33,270127.789,19924.989,205355.928,12812310.21,1693252957
10.33,270127.402,19925.518,205356.158,12812303.985,1693252960
10.33,270777.402,19136.41,197212.262,12819013.108,1693252963
10.33,270327.402,19136.437,197212.54,12814364.608,1693252966
10.33,270125.719,19159.75,197478.786,12812298.772,1693252969
10.33,269553.424,19431.418,200282.019,12806385.683,1693252972
10.33,269553.424,19431.418,200282.019,12806385.683,1693252975
10.33,269553.424,19431.418,200282.019,12806385.683,1693252978
10.33,269498.771,19159.802,197487.016,12805818.454,1693252981
10.33,269498.786,19145.781,197337.179,12805815.497,1693252984
10.33,269498.936,19145.781,197337.179,12805814.727,1693252987
10.33,269440.758,19145.923,197338.641,12805213.082,1693252990
10.33,269500.758,19145.923,197338.641,12805834.082,1693252993
10.33,269562.603,19145.923,197338.641,12806469.22,1693252996
10.33,269562.603,19145.923,197338.641,12806469.22,1693252999
10.33,269562.603,19114.742,197017.165,12806469.22,1693253002
10.33,269562.603,19114.742,197017.165,12806469.22,1693253005
10.33,267696.162,18348.322,189116.299,12787157.329,1693253008
10.33,269653.186,19112.89,196995.643,12807405.865,1693253011
10.33,269653.186,19112.89,196995.643,12807405.865,1693253014
10.33,269653.186,19112.89,196995.643,12807405.865,1693253017
10.33,269651.581,19384.558,199791.182,12807399.141,1693253020
10.33,269651.581,19496.775,200948.064,12807399.141,1693253023
10.33,269651.581,19496.775,200948.064,12807399.141,1693253026
10.33,269562.69,19496.75,200947.806,12806481.101,1693253029
10.33,269562.69,19294.768,198870.467,12806481.101,1693253032
10.33,269562.69,19499.753,200981.872,12806481.101,1693253035
10.34,271258.172,18655.307,192304.047,12824419.561,1693253038
10.34,271258.149,18867.272,194512.861,12824406.19,1693253041
10.34,270954.213,18867.272,194513.947,12821268.993,1693253044
10.34,270109.308,18891.427,194764.693,12812533.431,1693253047
10.34,270109.308,18966.974,195542.827,12812533.431,1693253050
10.34,270309.308,18967.07,195544.3,12814601.431,1693253053
10.34,270109.308,18891.558,194768.547,12812533.431,1693253056
10.34,269919.248,18970.837,195585.43,12810568.211,1693253059
10.34,270069.592,18970.837,195585.158,12812122.768,1693253062
10.34,270069.592,18970.837,195585.43,12812122.768,1693253065
10.34,270059.38,18970.837,195585.43,12812016.589,1693253068
10.34,270059.38,18970.837,195610.171,12812016.589,1693253071
10.34,270059.38,18970.837,195610.171,12812016.589,1693253074
10.34,270059.38,19009.934,196017.142,12812019.001,1693253077
10.34,270752.691,19493.968,201020.31,12819193.07,1693253080
10.34,270753.323,19493.968,201020.31,12819198.847,1693253083
10.34,271098.917,19418.421,200241.3,12822769.749,1693253086
10.34,271704.629,18725.983,193083.413,12829006.044,1693253089
10.34,271704.734,18729.492,193119.661,12829003.265,1693253092
10.34,271704.734,18741.038,193238.701,12829003.265,1693253095
10.34,271703.675,18777.185,193611.151,12828990.198,1693253098
10.33,270682.91,24082.198,248134.385,12818175.643,1693253101
10.33,270136.439,25166.968,259320.779,12812528.414,1693253104
10.33,270651.971,25197.363,259634.658,12817854.79,1693253107
10.33,270296.75,25197.384,259634.064,12814172.835,1693253110
10.33,270650.168,25108.432,258716.969,12817835.076,1693253113
10.33,270650.168,25108.432,258716.969,12817834.071,1693253116
10.33,270651.257,24211.384,249443.477,12817811.804,1693253119
10.33,270880.161,24036.443,247629.894,12820171.889,1693253122
10.33,272017.658,23588.687,243009.681,12831917.359,1693253125
10.33,272018.028,23588.687,243009.681,12831917.318,1693253128
10.33,272018.025,23588.687,243009.681,12831917.529,1693253131
10.33,272018.025,23622.381,243357.456,12831917.529,1693253134
10.33,271190.191,24401.946,251404.076,12823384.85,1693253137
10.33,271502.829,24401.946,251405.163,12826621.08,1693253140
10.33,271502.829,24401.946,251405.163,12826626.703,1693253143
10.33,270711.162,24401.946,251405.299,12818441.679,1693253146
10.33,271066.385,24401.946,251402.886,12822118.237,1693253149
10.33,270711.162,24433.714,251741.913,12818441.679,1693253152
10.33,271066.385,24433.714,251741.913,12822118.237,1693253155
10.33,272107.786,23774.965,244930.609,12832875.232,1693253158
10.33,271825.17,23656.1,243702.647,12829930.823,1693253161
10.33,271715.808,23173.425,238729.82,12828800.02,1693253164
10.33,271715.808,23173.425,238729.82,12828800.02,1693253167
10.33,272261.793,23100.212,237970.595,12834422.74,1693253170
10.33,271715.856,23163.758,238629.167,12828792.7,1693253173
10.33,271715.856,23163.758,238627.808,12828790.965,1693253176
10.33,270989.665,24403.989,251422.484,12821309.045,1693253179
10.33,271344.888,24403.989,251422.484,12824985.603,1693253182
10.33,271739.865,24003.989,247293.397,12829065.715,1693253185
10.33,271153.475,24041.767,247504.181,12822820.26,1693253188
10.33,272657.858,24178.446,248895.196,12838362.536,1693253191
10.33,272657.858,24178.446,248895.196,12838360.036,1693253194
10.33,272671.949,24178.446,248895.196,12838494.299,1693253197
10.33,272671.949,24178.662,248894.997,12838490.355,1693253200
10.33,272187.45,24178.662,248894.997,12833472.372,1693253203
10.33,272187.45,24178.662,248894.997,12833472.372,1693253206
10.32,271087.26,24425.772,251427.792,12822073.307,1693253209
