,Unnamed: 0,group,time,s_MP,change,type,length,sum_change,s_area,surge_area,p_group,p_time,p_change,p_type,p_MP,p_buyCap,p_askCap,p_totalBidVol,p_totalAskVol,p_length,p_sum_change,p_area,Cluster,efficiency
0,0,1,1660221700000.0,29.99,0.31758836,surge,1,0.31758836,0.31758836,0.31758836,2.0,1660221700000.0,-0.00046667774,precursor,30.0,7349599.5,1229796400.0,716681.94,314676.4,6.0,-0.0049426835,-0.029656101,Cluster 2,3.25%
1,1,3,1660221800000.0,29.85,0.00046924755,surge,1,0.00046924755,0.00046924755,0.00046924755,4.0,1660221900000.0,0.0004024026,precursor,29.9,7307990.0,1229792300.0,715352.9,314642.84,1.0,0.0004024026,0.0004024026,Cluster 2,3.25%
2,2,5,1660221900000.0,29.87,0.0011052807,surge,2,0.001607009,0.003214018,0.003214018,6.0,1660222000000.0,-6.626422e-05,precursor,29.92,7285245.0,1229754200.0,714476.1,313576.0,4.0,-0.002772557,-0.011090228,Cluster 2,3.25%
3,3,7,1660222300000.0,29.89,0.001610198,surge,1,0.001610198,0.001610198,0.001610198,8.0,1660222400000.0,-0.00043504004,precursor,29.88,7318707.0,1229743600.0,715730.56,313546.6,2.0,-0.0002000746,-0.0004001492,Cluster 2,3.25%
4,4,9,1660222700000.0,29.9,0.001372223,surge,1,0.001372223,0.001372223,0.001372223,10.0,1660222800000.0,-0.00053401117,precursor,29.93,7280582.0,1229793700.0,714140.1,314889.38,7.0,-0.013670027,-0.09569019,Cluster 2,3.25%
5,5,11,1660224300000.0,29.51,0.002710716,surge,2,0.004503865,0.00900773,0.00900773,12.0,1660224800000.0,3.3977354e-05,precursor,29.66,7192100.0,1229818500.0,711844.5,316865.84,2.0,-0.0028984381,-0.0057968763,Cluster 2,3.25%
6,6,13,1660225300000.0,29.64,0.0039253477,surge,4,0.008504624,0.034018494,0.034018494,14.0,1660227200000.0,-0.000100290024,precursor,29.88,6762680.5,1229625100.0,695887.25,309452.03,4.0,-0.022092864,-0.088371456,Cluster 2,3.25%
7,7,15,1660229100000.0,29.09,0.0032233726,surge,1,0.0032233726,0.0032233726,0.0032233726,16.0,1660229900000.0,-0.0010119331,precursor,29.26,6933826.0,1229730400.0,703316.1,316707.97,3.0,-0.0061023114,-0.018306933,Cluster 2,3.25%
8,8,17,1660232000000.0,29.11,0.0010726316,surge,1,0.0010726316,0.0010726316,0.0010726316,18.0,1660232500000.0,-0.006287234,precursor,28.99,6876311.0,1229634000.0,702062.44,315565.9,2.0,-0.009119099,-0.018238198,Cluster 2,3.25%
9,9,19,1660233700000.0,28.88,0.0007286122,surge,2,0.0033281357,0.0066562714,0.0066562714,20.0,1660235500000.0,-0.0015536408,precursor,28.96,6886683.5,1229781000.0,702584.75,320755.34,1.0,-0.0015536408,-0.0015536408,Cluster 2,3.25%
10,10,21,1660236600000.0,28.92,0.0028423078,surge,2,0.0046731713,0.009346343,0.009346343,22.0,1660238800000.0,-0.0013080066,precursor,29.03,6824351.0,1229731200.0,700080.0,319075.7,4.0,-0.01094117,-0.04376468,Cluster 2,3.25%
11,11,23,1660242900000.0,28.75,0.0040772557,surge,1,0.0040772557,0.0040772557,0.0040772557,24.0,1660244200000.0,-0.000100378726,precursor,28.82,6824674.0,1229662300.0,701495.75,323397.1,1.0,-0.000100378726,-0.000100378726,Cluster 2,3.25%
12,12,25,1660246300000.0,28.86,0.0022920927,surge,1,0.0022920927,0.0022920927,0.0022920927,26.0,1660247700000.0,-0.0011753925,precursor,28.92,5620973.5,1227103600.0,659097.94,236339.55,1.0,-0.0011753925,-0.0011753925,Cluster 2,3.25%
13,13,27,1660249400000.0,28.79,0.0011124412,surge,2,0.0031590837,0.0063181673,0.0063181673,28.0,1660254300000.0,-0.0030405484,precursor,28.81,7321687.0,1229590500.0,719092.3,322522.5,1.0,-0.0030405484,-0.0030405484,Cluster 2,3.25%
14,14,29,1660255300000.0,29.03,0.007742168,surge,1,0.007742168,0.007742168,0.007742168,30.0,1660257000000.0,-0.0022671944,precursor,28.96,7336562.0,1229861100.0,718697.06,331183.56,4.0,-0.023623005,-0.09449202,Cluster 2,3.25%
15,15,31,1660264500000.0,28.54,0.008098503,surge,2,0.013061094,0.026122188,0.026122188,32.0,1660268800000.0,-0.0022244842,precursor,28.71,7032671.0,1229859200.0,709364.2,332073.2,1.0,-0.0022244842,-0.0022244842,Cluster 2,3.25%
16,16,33,1660271000000.0,28.59,0.0105617745,surge,2,0.012168655,0.02433731,0.02433731,34.0,1660276300000.0,-0.0017849155,precursor,29.02,7060985.5,1229884900.0,708736.25,332953.34,2.0,-0.005335847,-0.010671694,Cluster 2,3.25%
17,17,35,1660281300000.0,28.88,0.0007621317,surge,1,0.0007621317,0.0007621317,0.0007621317,36.0,1660283700000.0,-0.00020730143,precursor,28.9,7123524.5,1229756900.0,711479.4,328861.62,2.0,-0.005080907,-0.010161814,Cluster 2,3.25%
18,18,37,1660287600000.0,28.84,0.00083828345,surge,3,0.008189521,0.024568561,0.024568561,38.0,1660298700000.0,-0.005740506,precursor,28.94,6736311.0,1230393300.0,697632.6,326637.84,2.0,-0.01645401,-0.03290802,Cluster 2,3.25%
19,19,39,1660304900000.0,28.39,0.00083190773,surge,1,0.00083190773,0.00083190773,0.00083190773,40.0,1660309700000.0,-0.21272928,precursor,28.71,5504563.0,1228166300.0,654295.94,252291.02,1.0,-0.21272928,-0.21272928,Cluster 2,3.25%
20,20,41,1660311200000.0,28.67,0.62170225,surge,1,0.62170225,0.62170225,0.62170225,42.0,1660311200000.0,-0.0010458551,precursor,28.67,7900012.0,1228165100.0,738742.7,252489.81,2.0,-0.00188265,-0.0037653,Cluster 2,3.25%
21,21,43,1660311200000.0,28.64,0.0016419643,surge,1,0.0016419643,0.0016419643,0.0016419643,44.0,1660311200000.0,-0.00087121344,precursor,28.67,7871443.5,1228197000.0,737887.5,253637.95,2.0,-0.0014644356,-0.0029288712,Cluster 2,3.25%
22,22,45,1660311300000.0,28.64,0.0012225185,surge,1,0.0012225185,0.0012225185,0.0012225185,46.0,1660311300000.0,-0.001499558,precursor,28.67,7887540.5,1228188400.0,738440.3,253344.53,2.0,-0.003140718,-0.006281436,Cluster 2,3.25%
23,23,47,1660311400000.0,28.6,0.0021347397,surge,2,0.003391833,0.006783666,0.006783666,48.0,1660311400000.0,0.000244401,precursor,28.68,7861002.0,1228156700.0,737467.4,252238.58,1.0,0.000244401,0.000244401,Cluster 2,3.25%
24,24,49,1660311400000.0,28.68,0.0005928205,surge,1,0.0005928205,0.0005928205,0.0005928205,50.0,1660311600000.0,0.00024402389,precursor,28.71,7942980.5,1228239900.0,740241.1,255111.9,1.0,0.00024402389,0.00024402389,Cluster 2,3.25%
25,25,51,1660311600000.0,28.7,0.0026828782,surge,2,0.006474873,0.012949746,0.012949746,52.0,1660311700000.0,3.7149178e-07,precursor,28.87,7970663.0,1227444500.0,740645.0,251894.75,1.0,3.7149178e-07,3.7149178e-07,Cluster 2,3.25%
26,26,53,1660311800000.0,28.9,0.00048483632,surge,1,0.00048483632,0.00048483632,0.00048483632,54.0,1660312000000.0,-0.00072611717,precursor,28.9,7830809.0,1227449600.0,735326.94,252371.98,3.0,-0.0050206627,-0.0150619885,Cluster 2,3.25%
27,27,55,1660312200000.0,28.8,0.0031294553,surge,1,0.0031294553,0.0031294553,0.0031294553,56.0,1660312400000.0,-0.0020782454,precursor,28.86,7970325.0,1229607200.0,740408.75,326454.2,4.0,-0.009342123,-0.03736849,Cluster 2,3.25%
28,28,57,1660312900000.0,28.58,0.0022042424,surge,7,0.01658824,0.11611768,0.11611768,58.0,1660315100000.0,-0.0037131968,precursor,29.03,7976769.5,1229748100.0,739718.44,327432.88,6.0,-0.0053689093,-0.032213457,Cluster 2,3.25%
29,29,59,1660317300000.0,29.02,0.0050173113,surge,2,0.007051337,0.014102674,0.014102674,60.0,1660318400000.0,-0.0017516012,precursor,29.05,8079459.5,1229894300.0,743321.56,332308.75,3.0,-0.0029541,-0.0088623,Cluster 2,3.25%
30,30,61,1660319700000.0,29.02,0.00075819285,surge,1,0.00075819285,0.00075819285,0.00075819285,62.0,1660320000000.0,0.00044839372,precursor,29.03,7960607.5,1229861100.0,739396.06,331416.25,1.0,0.00044839372,0.00044839372,Cluster 2,3.25%
31,31,63,1660320400000.0,29.11,0.0008965804,surge,1,0.0008965804,0.0008965804,0.0008965804,64.0,1660321100000.0,-0.0009621878,precursor,29.11,8042445.0,1229398000.0,742020.06,315626.53,6.0,-0.00837577,-0.050254624,Cluster 2,3.25%
32,32,65,1660325000000.0,28.91,0.0005549294,surge,1,0.0005549294,0.0005549294,0.0005549294,66.0,1660325900000.0,-0.00055406505,precursor,28.85,8060657.5,1229544700.0,743603.2,321431.62,3.0,-0.0012123914,-0.0036371744,Cluster 2,3.25%
33,33,67,1660328500000.0,28.82,0.0009369941,surge,4,0.014306196,0.057224784,0.057224784,68.0,1660333300000.0,-0.0020518438,precursor,29.22,8159238.0,1229306500.0,734743.44,312051.75,3.0,-0.0046552746,-0.013965824,Cluster 2,3.25%
34,34,69,1660337000000.0,29.08,0.002785671,surge,1,0.002785671,0.002785671,0.002785671,70.0,1660339100000.0,-0.0009845828,precursor,29.17,8463229.0,1229428200.0,742822.75,314454.25,2.0,-0.0040370165,-0.008074033,Cluster 2,3.25%
35,35,71,1660341600000.0,29.05,0.0009979592,surge,2,0.0018579997,0.0037159994,0.0037159994,72.0,1660344500000.0,-0.0005485184,precursor,29.07,8478612.0,1229497500.0,744484.6,317178.5,1.0,-0.0005485184,-0.0005485184,Cluster 2,3.25%
36,36,73,1660345500000.0,29.15,0.0071496894,surge,1,0.0071496894,0.0071496894,0.0071496894,74.0,1660348400000.0,-0.0025464194,precursor,29.38,8127514.5,1229365000.0,730969.94,311663.16,2.0,-0.0037360778,-0.0074721556,Cluster 2,3.25%
37,37,75,1660351400000.0,29.31,0.012287203,surge,3,0.034603592,0.10381077,0.10381077,76.0,1660360600000.0,-0.0030754711,precursor,30.21,6950058.0,1228769300.0,687968.7,288306.06,4.0,-0.0129888365,-0.051955346,Cluster 2,3.25%
38,38,77,1660367800000.0,29.84,0.00073788385,surge,2,0.005159793,0.010319586,0.010319586,78.0,1660373200000.0,-0.0037270084,precursor,29.89,6789256.0,1228743800.0,681498.4,288167.4,3.0,-0.015101712,-0.045305137,Cluster 2,3.25%
39,39,79,1660381400000.0,29.41,0.0019837252,surge,2,0.004024167,0.008048334,0.008048334,80.0,1660388400000.0,-0.0023223287,precursor,29.59,6665517.0,1228717800.0,677919.4,288008.25,3.0,-0.006139182,-0.018417545,Cluster 2,3.25%
40,40,81,1660398500000.0,29.56,0.0019062245,surge,2,0.0034989289,0.0069978577,0.0069978577,82.0,1660404400000.0,-0.00043959107,precursor,29.49,6540338.0,1228900400.0,666629.75,292384.03,4.0,-0.33384368,-1.3353747,Cluster 2,3.25%
41,41,83,1660415600000.0,29.12,0.45573595,surge,2,0.4565601,0.9131202,0.9131202,84.0,1660415600000.0,-0.0003772526,precursor,29.15,6235332.5,1229567700.0,657436.2,307158.66,2.0,-0.00044585147,-0.00089170295,Cluster 2,3.25%
42,42,85,1660415800000.0,29.14,0.00051475636,surge,2,0.0013723657,0.0027447315,0.0027447315,86.0,1660415800000.0,-0.00065103703,precursor,29.16,6247742.5,1229561600.0,657815.75,306909.7,1.0,-0.00065103703,-0.00065103703,Cluster 2,3.25%
43,43,87,1660415900000.0,29.17,0.0006515893,surge,2,0.0012341684,0.0024683368,0.0024683368,88.0,1660415900000.0,0.00013705669,precursor,29.21,6213199.0,1229509000.0,656534.25,305052.78,6.0,-0.0031187534,-0.01871252,Cluster 2,3.25%
44,44,89,1660416400000.0,29.11,0.001065788,surge,1,0.001065788,0.001065788,0.001065788,90.0,1660416700000.0,-3.3657292e-05,precursor,29.14,6079451.5,1229462700.0,651787.06,303681.5,5.0,0.00027633816,0.0013816908,Cluster 2,3.25%
45,45,91,1660417600000.0,29.16,0.0006176959,surge,1,0.0006176959,0.0006176959,0.0006176959,92.0,1660417900000.0,-0.0010629944,precursor,29.15,6217226.5,1229559700.0,656495.6,306840.53,1.0,-0.0010629944,-0.0010629944,Cluster 2,3.25%
46,46,93,1660418100000.0,29.17,0.00048098163,surge,1,0.00048098163,0.00048098163,0.00048098163,94.0,1660418400000.0,-0.00065165985,precursor,29.12,6200343.5,1229616500.0,655966.25,308846.12,3.0,-0.00662784,-0.01988352,Cluster 2,3.25%
47,47,95,1660419200000.0,28.93,0.0042484542,surge,3,0.0071067805,0.021320341,0.021320341,96.0,1660420500000.0,-0.0024339524,precursor,29.08,6153694.0,1229667500.0,654456.56,311084.0,2.0,-0.0042205756,-0.008441151,Cluster 2,3.25%
48,48,97,1660421400000.0,29.11,0.0017564713,surge,5,0.008859377,0.044296883,0.044296883,98.0,1660425300000.0,-3.3675347e-05,precursor,29.31,6177941.5,1229571000.0,654864.7,307337.72,8.0,-0.006945637,-0.055565096,Cluster 2,3.25%
49,49,99,1660431500000.0,29.08,0.002303599,surge,1,0.002303599,0.002303599,0.002303599,100.0,1660432800000.0,-0.000986311,precursor,29.25,6187547.0,1229697500.0,655359.5,311571.53,3.0,-0.0011859871,-0.0035579614,Cluster 2,3.25%
50,50,101,1660436100000.0,29.05,0.0011393831,surge,1,0.0011393831,0.0011393831,0.0011393831,102.0,1660437800000.0,-0.0020429848,precursor,29.29,6180215.0,1229763800.0,655031.3,313663.12,3.0,-0.006827275,-0.020481825,Cluster 2,3.25%
51,51,103,1660442200000.0,29.12,0.0062646647,surge,4,0.014620928,0.058483712,0.058483712,104.0,1660449200000.0,-0.0012926431,precursor,29.37,6239785.5,1229618000.0,656200.0,308542.9,1.0,-0.0012926431,-0.0012926431,Cluster 2,3.25%
52,52,105,1660451000000.0,29.54,0.0019801296,surge,3,0.0046399483,0.013919845,0.013919845,106.0,1660458000000.0,-0.00057544245,precursor,29.49,6330994.0,1229475100.0,658849.94,304680.12,2.0,-0.00026910234,-0.0005382047,Cluster 2,3.25%
53,53,107,1660461600000.0,29.54,0.006887543,surge,1,0.006887543,0.006887543,0.006887543,108.0,1660464400000.0,-0.0042671324,precursor,29.56,6309995.5,1229492500.0,657846.56,304864.12,2.0,-0.005779033,-0.011558066,Cluster 2,3.25%
54,54,109,1660469000000.0,29.52,0.0027494258,surge,1,0.0027494258,0.0027494258,0.0027494258,110.0,1660472000000.0,-0.002397451,precursor,29.54,6328439.5,1229528800.0,658526.06,306315.2,2.0,-0.0068355403,-0.013671081,Cluster 2,3.25%
55,55,111,1660475500000.0,29.37,0.0011280559,surge,1,0.0011280559,0.0011280559,0.0011280559,112.0,1660477100000.0,-0.008192139,precursor,29.29,6310345.0,1229374100.0,658296.4,301101.28,4.0,-0.022804901,-0.091219604,Cluster 2,3.25%
56,56,113,1660488500000.0,28.82,0.0036900826,surge,1,0.0036900826,0.0036900826,0.0036900826,114.0,1660493200000.0,-0.0025270884,precursor,28.87,6145359.5,1229459100.0,654071.25,305516.16,3.0,-0.024946371,-0.074839115,Cluster 2,3.25%
57,57,115,1660501100000.0,28.18,0.0033802933,surge,3,0.006816426,0.020449277,0.020449277,116.0,1660513200000.0,-0.06471218,precursor,28.31,5556965.5,1229668200.0,633545.75,313353.62,1.0,-0.06471218,-0.06471218,Cluster 2,3.25%
58,58,117,1660515800000.0,28.11,0.5951597,surge,3,0.5986799,1.7960398,1.7960398,118.0,1660515900000.0,0.00017746844,precursor,28.2,5521128.5,1229671700.0,632315.25,314019.7,1.0,0.00017746844,0.00017746844,Cluster 2,3.25%
59,59,119,1660515900000.0,28.24,0.0011345005,surge,1,0.0011345005,0.0011345005,0.0011345005,120.0,1660515900000.0,-0.00021238938,precursor,28.24,5532717.5,1229656000.0,632622.2,313298.06,1.0,-0.00021238938,-0.00021238938,Cluster 2,3.25%
60,60,121,1660516000000.0,28.25,0.0006375443,surge,1,0.0006375443,0.0006375443,0.0006375443,122.0,1660516000000.0,-0.00035375694,precursor,28.26,5539781.5,1229624400.0,632830.7,312139.06,4.0,-0.0016990774,-0.0067963097,Cluster 2,3.25%
61,61,123,1660516200000.0,28.22,0.00060264836,surge,2,0.002623296,0.005246592,0.005246592,124.0,1660516300000.0,-0.0004941117,precursor,28.25,5516400.5,1229659100.0,631881.94,313215.22,1.0,-0.0004941117,-0.0004941117,Cluster 2,3.25%
62,62,125,1660516400000.0,28.28,0.00088451756,surge,4,0.004274499,0.017097997,0.017097997,126.0,1660516800000.0,-0.00070396473,precursor,28.41,5514171.5,1229582600.0,631485.7,311847.94,3.0,-0.0013728917,-0.0041186754,Cluster 2,3.25%
63,63,127,1660517400000.0,28.34,0.00056477176,surge,1,0.00056477176,0.00056477176,0.00056477176,128.0,1660517500000.0,-0.00010524828,precursor,28.39,5496366.5,1229614100.0,630870.3,312935.1,3.0,-0.0039141136,-0.01174234,Cluster 2,3.25%
64,64,129,1660518300000.0,28.28,0.0029750213,surge,1,0.0029750213,0.0029750213,0.0029750213,130.0,1660518500000.0,-0.0015504125,precursor,28.31,5483220.5,1229652600.0,630521.25,314399.78,1.0,-0.0015504125,-0.0015504125,Cluster 2,3.25%
65,65,131,1660518900000.0,28.35,0.0018025326,surge,1,0.0018025326,0.0018025326,0.0018025326,132.0,1660519000000.0,-0.0015521157,precursor,28.34,5491098.0,1229632400.0,630775.2,313690.4,3.0,-0.0066067073,-0.019820122,Cluster 2,3.25%
66,66,133,1660520000000.0,28.15,0.0010673592,surge,2,0.0030559967,0.0061119935,0.0061119935,134.0,1660521000000.0,0.00024818876,precursor,28.26,5535400.0,1229580200.0,632570.7,312158.4,4.0,-0.004323284,-0.017293137,Cluster 2,3.25%
67,67,135,1660522600000.0,28.05,0.0013552106,surge,4,0.0181975,0.07279,0.07279,136.0,1660525900000.0,-0.0011865172,precursor,28.63,5676886.0,1229505800.0,636713.0,308830.1,2.0,-0.0020930448,-0.0041860896,Cluster 2,3.25%
68,68,137,1660527300000.0,28.66,0.004655278,surge,4,0.021223105,0.08489242,0.08489242,138.0,1660531800000.0,0.00017683092,precursor,29.22,5839988.5,1230119800.0,641170.3,305879.66,9.0,-0.010121547,-0.09109392,Cluster 2,3.25%
69,69,139,1660539500000.0,28.91,0.0024926588,surge,1,0.0024926588,0.0024926588,0.0024926588,140.0,1660541100000.0,-0.0052108634,precursor,28.94,5962514.0,1230075100.0,645950.8,305676.06,6.0,-0.049347986,-0.29608792,Cluster 2,3.25%
70,70,141,1660547400000.0,27.63,0.0025053339,surge,4,0.009318388,0.037273552,0.037273552,142.0,1660555200000.0,-0.002225292,precursor,27.73,5345462.5,1230123600.0,626550.75,310844.72,3.0,-0.0028988195,-0.008696459,Cluster 2,3.25%
71,71,143,1660561400000.0,27.87,0.0028142135,surge,1,0.0028142135,0.0028142135,0.0028142135,144.0,1660563400000.0,-0.0054999697,precursor,27.72,5356280.5,1230243600.0,627326.4,315314.22,1.0,-0.0054999697,-0.0054999697,Cluster 2,3.25%
72,72,145,1660565600000.0,27.62,0.002463704,surge,1,0.002463704,0.002463704,0.002463704,146.0,1660567000000.0,-0.1493109,precursor,27.74,5414964.5,1230272900.0,629202.2,316404.66,1.0,-0.1493109,-0.1493109,Cluster 2,3.25%
73,73,147,1660568700000.0,27.61,0.059611887,surge,3,0.061096385,0.18328916,0.18328916,148.0,1660568900000.0,0.00036162444,precursor,27.66,5503402.5,1230292100.0,632608.1,317339.2,2.0,0.00018089717,0.00036179434,Cluster 2,3.25%
74,74,149,1660569000000.0,27.67,0.00075924525,surge,1,0.00075924525,0.00075924525,0.00075924525,150.0,1660569000000.0,-0.00083074224,precursor,27.67,5528286.5,1230339700.0,633433.06,319016.7,1.0,-0.00083074224,-0.00083074224,Cluster 2,3.25%
75,75,151,1660569000000.0,27.64,0.0006148674,surge,1,0.0006148674,0.0006148674,0.0006148674,152.0,1660569100000.0,0.00036192496,precursor,27.69,5565899.5,1230323100.0,634783.5,318437.34,3.0,0.00010970059,0.00032910178,Cluster 2,3.25%
76,76,153,1660569300000.0,27.69,0.00093935867,surge,4,0.0030681246,0.012272499,0.012272499,154.0,1660569900000.0,0.00021708492,precursor,27.78,6559589.5,1230867100.0,670752.75,337825.5,2.0,-0.0006820516,-0.0013641032,Cluster 2,3.25%
77,77,155,1660570300000.0,27.83,0.0035337303,surge,1,0.0035337303,0.0035337303,0.0035337303,156.0,1660570600000.0,-0.0030519103,precursor,27.83,6572205.0,1230957200.0,670510.25,341229.78,3.0,-0.0071226503,-0.021367952,Cluster 2,3.25%
78,78,157,1660571000000.0,27.67,0.0024605568,surge,3,0.009634175,0.028902527,0.028902527,158.0,1660572100000.0,-0.0012879503,precursor,27.86,4879718.5,1228894600.0,609024.0,267946.53,1.0,-0.0012879503,-0.0012879503,Cluster 2,3.25%
79,79,159,1660572400000.0,27.97,0.0018663465,surge,1,0.0018663465,0.0018663465,0.0018663465,160.0,1660572900000.0,-0.0024341343,precursor,27.85,4933915.0,1228879900.0,610948.2,267429.12,2.0,-0.0031876462,-0.0063752923,Cluster 2,3.25%
80,80,161,1660573500000.0,27.86,0.00046895054,surge,1,0.00046895054,0.00046895054,0.00046895054,162.0,1660574000000.0,0.00021744733,precursor,27.94,6222063.5,1230732700.0,657582.9,332903.3,4.0,-0.0012858666,-0.0051434664,Cluster 2,3.25%
81,81,163,1660575500000.0,27.87,0.0004683372,surge,1,0.0004683372,0.0004683372,0.0004683372,164.0,1660576000000.0,-0.0019042152,precursor,27.79,6133785.0,1230798800.0,654784.3,335294.2,2.0,-0.002191453,-0.004382906,Cluster 2,3.25%
82,82,165,1660576900000.0,27.78,0.0019807233,surge,4,0.01073243,0.04292972,0.04292972,166.0,1660580300000.0,-0.0015634111,precursor,28.1,6184061.0,1230927700.0,655600.06,339161.1,3.0,-0.0020217954,-0.006065386,Cluster 2,3.25%
83,83,167,1660582200000.0,28.05,0.0023575649,surge,1,0.0023575649,0.0023575649,0.0023575649,168.0,1660583300000.0,-0.0010322564,precursor,28.06,6288059.0,1229771100.0,659313.6,298601.16,6.0,-0.01381447,-0.08288682,Cluster 2,3.25%
84,84,169,1660588100000.0,27.75,0.00202942,surge,1,0.00202942,0.00202942,0.00202942,170.0,1660589800000.0,-0.001368915,precursor,27.7,6183208.5,1229917000.0,656092.0,304536.3,3.0,-0.003485971,-0.010457912,Cluster 2,3.25%
85,85,171,1660593200000.0,27.63,0.0015219903,surge,2,0.004483038,0.008966076,0.008966076,172.0,1660596000000.0,-0.0007531484,precursor,27.75,6226747.5,1229776400.0,657894.6,299605.66,6.0,-0.0146898525,-0.08813911,Cluster 2,3.25%
86,86,173,1660607300000.0,27.78,0.018692141,surge,1,0.018692141,0.018692141,0.018692141,174.0,1660609200000.0,-0.0029715705,precursor,27.84,6178397.5,1229757300.0,655946.25,299176.34,1.0,-0.0029715705,-0.0029715705,Cluster 2,3.25%
87,87,175,1660612100000.0,28.1,0.009155512,surge,1,0.009155512,0.009155512,0.009155512,176.0,1660614700000.0,-0.0054544434,precursor,27.98,6515589.0,1229666600.0,667456.2,295253.53,4.0,-0.017648075,-0.0705923,Cluster 2,3.25%
88,88,177,1660622600000.0,27.91,0.0077949353,surge,1,0.0077949353,0.0077949353,0.0077949353,178.0,1660625000000.0,-0.003202795,precursor,27.67,7493025.0,1229808300.0,704420.3,294514.34,2.0,-0.008248488,-0.016496977,Cluster 2,3.25%
89,89,179,1660630200000.0,27.53,0.0032753418,surge,6,0.020613635,0.12368181,0.12368181,180.0,1660651700000.0,-0.0027643126,precursor,28.03,7357193.5,1229865100.0,697188.06,295940.88,2.0,-0.37073937,-0.74147874,Cluster 2,3.25%
90,90,181,1660654000000.0,27.77,0.32424635,surge,1,0.32424635,0.32424635,0.32424635,182.0,1660654000000.0,-0.0009726486,precursor,27.73,5469739.0,1229906200.0,629644.56,297786.47,9.0,-0.003209548,-0.028885933,Cluster 2,3.25%
91,91,183,1660654500000.0,27.67,0.00083160424,surge,1,0.00083160424,0.00083160424,0.00083160424,184.0,1660654600000.0,-0.0021656484,precursor,27.63,5489819.5,1229907600.0,630864.2,298021.62,2.0,-0.0023825285,-0.004765057,Cluster 2,3.25%
92,92,185,1660654700000.0,27.64,0.0008329663,surge,1,0.0008329663,0.0008329663,0.0008329663,186.0,1660654800000.0,-0.00083134184,precursor,27.6,5434867.0,1229901200.0,628804.7,297896.6,1.0,-0.00083134184,-0.00083134184,Cluster 2,3.25%
93,93,187,1660655000000.0,27.66,0.001955381,surge,1,0.001955381,0.001955381,0.001955381,188.0,1660655000000.0,-0.0018065282,precursor,27.64,5445418.0,1229926100.0,629073.25,298721.2,2.0,-0.0047382438,-0.0094764875,Cluster 2,3.25%
94,94,189,1660655200000.0,27.53,0.0019984914,surge,1,0.0019984914,0.0019984914,0.0019984914,190.0,1660655500000.0,2.4299884e-06,precursor,27.63,5452464.0,1229909800.0,629424.4,298259.97,5.0,-0.001842279,-0.009211395,Cluster 2,3.25%
95,95,191,1660656700000.0,27.63,0.0041037225,surge,1,0.0041037225,0.0041037225,0.0041037225,192.0,1660657000000.0,-0.0040102913,precursor,27.64,5424672.0,1229891500.0,628293.75,297550.28,2.0,-0.0046611903,-0.009322381,Cluster 2,3.25%
96,96,193,1660657500000.0,27.59,0.001060168,surge,1,0.001060168,0.001060168,0.001060168,194.0,1660657900000.0,-0.0021352354,precursor,27.39,5173308.0,1229903500.0,619660.25,298507.84,1.0,-0.0021352354,-0.0021352354,Cluster 2,3.25%
97,97,195,1660658300000.0,27.59,0.00091243454,surge,1,0.00091243454,0.00091243454,0.00091243454,196.0,1660658500000.0,-0.00079383736,precursor,27.49,5198387.0,1229887900.0,620406.8,297827.94,3.0,-0.0036964205,-0.011089262,Cluster 2,3.25%
98,98,197,1660659600000.0,27.51,0.0051409174,surge,1,0.0051409174,0.0051409174,0.0051409174,198.0,1660660000000.0,-0.0017383005,precursor,27.59,5195830.0,1229990500.0,620075.9,300932.53,2.0,-0.00420134,-0.00840268,Cluster 2,3.25%
99,99,199,1660661100000.0,27.46,0.0024779376,surge,1,0.0024779376,0.0024779376,0.0024779376,200.0,1660661800000.0,0.00025592037,precursor,27.57,5229244.0,1229960600.0,621452.25,299922.44,1.0,0.00025592037,0.00025592037,Cluster 2,3.25%
100,100,201,1660662700000.0,27.57,0.0021089201,surge,4,0.005444111,0.021776443,0.021776443,202.0,1660665900000.0,-0.0011556536,precursor,27.58,5290998.0,1230022000.0,623547.7,300410.97,4.0,-0.012744066,-0.050976265,Cluster 2,3.25%
101,101,203,1660669700000.0,27.45,0.0018559685,surge,1,0.0018559685,0.0018559685,0.0018559685,204.0,1660670200000.0,-0.001094786,precursor,27.36,6410114.0,1229689600.0,665441.94,289516.22,2.0,-0.0038693172,-0.0077386345,Cluster 2,3.25%
102,102,205,1660671800000.0,27.28,0.0017291624,surge,2,0.007697367,0.015394734,0.015394734,206.0,1660674800000.0,-0.0107444525,precursor,27.48,6350442.0,1229724800.0,662667.4,290675.38,1.0,-0.0107444525,-0.0107444525,Cluster 2,3.25%
103,103,207,1660675800000.0,27.11,0.0020722707,surge,5,0.012217522,0.06108761,0.06108761,208.0,1660684200000.0,-0.0026883476,precursor,27.49,6318490.0,1229843000.0,661791.0,294891.28,5.0,-0.012390344,-0.06195172,Cluster 2,3.25%
104,104,209,1660690400000.0,27.28,0.002655781,surge,1,0.002655781,0.002655781,0.002655781,210.0,1660692200000.0,-0.0023111617,precursor,27.28,6254691.5,1230189800.0,660255.75,301010.2,2.0,-0.002122311,-0.004244622,Cluster 2,3.25%
105,105,211,1660694800000.0,27.2,0.0041190055,surge,2,0.010500711,0.021001423,0.021001423,212.0,1660700700000.0,-0.004983133,precursor,27.44,6267143.5,1230295900.0,659747.1,304462.9,2.0,-0.006334836,-0.012669672,Cluster 2,3.25%
