,precursor_buy_cap_pct_change,precursor_ask_cap_pct_change,precursor_bid_vol_pct_change,precursor_ask_vol_pct_change,sum_change,length,surge_targets_met_pct,label
0,-0.0007983390679019,4.561806648173405e-05,-0.0001734182758492,0.006228396269536,-0.0048761954713373,6,-0.0666888962987648,4
1,-0.0031289869855316,-3.2080284349977894e-05,-0.0010805765717789,-0.0042028723043299,-0.0001335886336668,1,0.1005361930294944,5
2,0.0004401192399335,-7.17827576190988e-06,0.0002944385892638,-0.000717123224744,-0.0040132697138254,3,-0.0668449197861067,4
3,-0.0038177932272315,1.257457246062188e-05,-0.0015053759755296,0.0011042823457808,-0.0003003528123037,2,0.2346630908481404,6
4,0.0090436945180766,2.5050011377203415e-05,0.0043986159760693,0.0078628137194801,-0.0134625547085892,7,-0.0668449197861067,4
5,0.0044134308911915,0.0001514176339074,0.0016554434667055,0.0201942984534311,-0.0019495538004311,2,0.0337040781934547,5
6,-0.0179451756485647,-0.0002092681248914,-0.0029113239016144,-0.0163538717990437,-0.0250379054616496,4,0.3355704697986506,7
7,0.0134870728229208,4.2114499837264674e-05,0.0052579195780744,0.0109302677152448,-0.0084396419113657,2,-0.0341413451689928,4
8,-0.0083009397868094,0.0001014728940588,-0.0017933046486532,0.0157600695769701,-0.0088049692228977,3,0.1374570446735366,6
9,-0.0051468383961575,-6.69959898296213e-05,-0.0015735266652338,-0.0088737100783845,-0.0019677534846599,1,-0.1728907330567106,4
10,-0.2010562879993556,-0.0020669152329287,-0.0678352681925772,-0.2748899086001259,-0.0100488347469976,4,0.2414625733011393,6
11,-0.009849026387554,-2.079617568617742e-05,-0.0033082927534321,-0.0012134546901907,-0.0004481091552119,1,-0.5190311418685072,3
12,0.2518206220594108,0.0020414666382739,0.0762459669047728,0.3601289960752156,-0.0020406489096261,1,-0.242382271468145,4
13,-0.0013281802920864,-3.612511119821527e-05,-0.0002699493521416,0.0001728461030521,-0.0016571238561376,1,0.0346020761245728,5
14,-0.0726439404298071,0.0001781387323221,-0.0221348856014604,0.0325344827958924,-0.0221059163201702,4,-0.1718213058419268,4
15,0.066226781285813,0.0012432332539202,0.0226178306640012,0.1853197005881539,-0.0003110265270433,1,-0.2082610204789959,4
16,-0.0001208466345069,1.2593708292540915e-05,0.0001812882455209,0.0035177601119905,-0.008182685728542,3,-0.068823124569854,4
17,-0.1961201804867972,-0.0020839863488525,-0.0677953901420106,-0.2637730043129217,-0.0055654668454041,2,0.0345542501727643,5
18,-0.3382491360251812,-0.0027027454175567,-0.1138919250554535,-0.3438984241094953,-0.0664850466170059,3,-0.7231404958677715,2
19,-0.0049571891810794,1.31567879724237e-06,-0.0018173902479905,0.0002418295685595,-0.0014999230563256,1,-0.2092050209204976,4
20,-0.0060922475580722,1.6362962179439222e-05,-0.0022777956121544,0.0027983642147104,-0.0012898545562781,2,0.1745810055865946,6
21,0.0045317075891355,1.4406378739395542e-05,0.0016910645868912,0.0024860141967542,-0.0029661002704186,2,0.0698324022346353,5
22,-0.0022584116110238,-2.8669080027743377e-06,-0.0008925130404173,-0.0004856757509492,0.0003486993327793,1,0.0,4
23,-0.0068346830818504,-4.8230933385240427e-05,-0.0032929647616197,-0.0066102983483705,-0.0042926400335892,5,0.2772963604852627,7
24,-0.0002731371637146,0.0017994609815514,-0.0002963898643452,0.2982251860897331,-0.0032922947797356,2,0.3477051460361539,7
25,-0.1501026243158622,-0.0006529921981377,-0.0563781121805424,-0.0845966008721574,-0.0058422821654505,1,-0.2436477549599731,4
26,0.0124245751445495,0.0001256655309462,0.0050562669688769,0.0177773090381172,-0.0055423247795149,6,0.0344352617079943,5
27,-0.0165339030856505,9.578571119839284e-05,-0.006025930408901,0.0136076593947738,-0.0032973291195352,3,-0.2403020940611064,4
28,-0.0031551326053266,3.883568039619867e-05,-0.0012794199944674,0.0046664176325339,-0.0002407267958246,1,0.0344589937973865,5
29,0.004658387097333,-0.0003336498220862,0.0030787167418298,-0.039304666685498,-0.008685774299351,6,0.0687757909216063,5
30,0.0020778249248846,5.446456002422551e-06,-3.965434149721947e-05,0.0007542464847495,-0.0006224266999228,4,0.0693481276005533,5
31,0.0052634862417253,0.0001083168434218,0.0024361447995028,0.0115808203787359,-0.0047231945236136,3,-0.1025290498974748,4
32,0.0102549542241618,0.0001308663572425,0.0056113921832099,0.0199875226566002,-0.0031170217343879,2,-0.4101161995898872,3
33,-0.0003527803857249,4.995655402728616e-05,0.0002525581250809,0.0070156321175187,-0.0012704515383078,1,-0.1030573686018589,4
34,-0.0374049389800553,-5.418430595616197e-05,-0.015613653143248,-0.0081112469618432,-0.0035299054427129,2,0.3086419753086414,7
35,0.0014772351405083,0.0001282251077481,0.0008959089850844,0.016685849918137,-0.0114548437535258,5,0.4657351962741203,7
36,-0.0002066826402822,-4.2473069418735854e-05,-0.0070354550639707,0.0654624162920044,-0.0144822012022984,4,0.1340482573726513,6
37,0.0088947774763239,0.0001998309583435,0.0031887231553704,0.0298554487803704,-0.0065099768440093,3,-0.2360080917060023,4
38,-0.0198041958641496,0.0003040159665983,-0.0165809106966929,0.0062838875733595,-0.2515877159710905,4,0.1353179972936491,6
39,0.0087667882098477,2.624515279214812e-06,0.0029331086140312,0.0003729358553796,-0.0001369976628218,3,0.0,4
40,-0.007581314268653,4.997242043058847e-06,-0.0025207079077737,0.0005632010956506,-0.0005824851766966,1,0.0,4
41,-0.0145328584383491,1.6697240293406246e-05,-0.0046638965898604,0.0028171635072288,-0.0023627742617817,7,0.0685400959561328,5
42,-0.0024422945134715,4.274537994253258e-05,-0.0008057317502854,0.0059929336631401,-0.0001369504269768,1,-0.1371742112482824,4
43,0.0119776858005054,3.706320968288601e-05,0.0038074091373228,0.0049255446545509,-0.0006169548264863,2,-0.0342935528120766,4
44,-0.0243190584562821,9.158042113477372e-05,-0.007003698797666,0.0132637661024515,-0.0072446676472062,5,0.0,4
45,-0.008586255968341,5.0666462836135295e-05,-0.0026216066026079,0.0069589635229552,-0.0046322395082935,2,-0.2058319039451071,4
46,0.0127553040319283,0.0002126624678575,0.0045525785356997,0.0302436993696663,-0.0065343696507837,8,0.0341180484476341,5
47,-0.0096036439604544,5.9077650151451166e-05,-0.0026541333363258,0.0088964945835536,-0.0022218866586602,1,-0.6497948016415791,3
48,-0.0035860222587634,8.143188493514586e-06,-0.0009560676197135,0.0014940918398587,-0.0007525688679141,1,-0.2746309646412574,4
49,0.0996259703845169,0.0011702748586399,0.0315387052046052,0.1843332020023858,-0.0082014649096963,2,-0.8541168431841476,2
50,0.0244267973914018,-9.236498714859652e-05,0.0082779290950638,-0.0123467422688962,-0.0005419526111465,1,0.3068530514831347,7
51,-0.0020676871081256,-0.0001375961994423,-0.000842169526424,-0.0148113475015971,-0.0009825206620002,1,-0.2722014290575088,4
52,0.0168547985000349,8.364743277922138e-06,0.0054534565416691,0.0023209968880686,-0.0005747281039531,2,-0.0339097999321736,4
53,0.1186001152218252,0.0009806875040485,0.0362400891693781,0.1625490041619861,-0.0050008340058947,2,0.7796610169491539,9
54,-0.0178739343183661,-6.399926094957653e-05,-0.0032879367941631,-0.0026333556041349,-0.0282823086513774,7,0.3044654939106896,7
55,-0.0945436064268471,-4.532437530080369e-05,-0.0284223544350945,-0.0019807509404243,-0.024531219508169,2,-0.7268951194184868,2
56,-0.0040345763629882,3.820173633495294e-05,-0.0010608623863298,0.0075915776375241,-0.5464825608232198,2,0.1765536723163867,6
57,0.0009378610573651,4.270090947722238e-05,0.0002680130251646,0.0056230149127136,-0.0001415427634569,1,0.0708466170740332,5
58,-0.0011635268948503,2.3888280240802476e-05,-0.0005426013660588,0.0031122680921018,-0.0015926567936282,5,0.0353982300885011,5
59,-0.0070492196247965,6.738284285456864e-05,-0.0023260259702951,0.0088583679431502,-0.0008480940526038,1,0.1061946902654907,5
60,0.0020274547151718,-5.322656190498432e-05,0.0003974509957522,-0.0025190492459646,-0.0004901239847907,4,0.317796610169491,7
61,-0.0012575036600135,1.1836227042372194e-05,-0.0001279271573179,0.0019726507026603,-0.0042677196301013,2,-0.1057082452431204,4
62,-0.0025176022362397,7.336502642973919e-05,-0.0010905925426165,0.0094318624379157,-0.0009144321388027,1,0.0706464146944527,5
63,0.0024330781665408,-1.621246606609006e-05,0.0011161261606439,-0.0011448880125571,-0.0062165273562875,4,0.1767408978437635,6
64,0.0048703564844625,-2.4676791670175117e-05,0.0018050718945729,-0.0023638285180018,-0.0040728245112994,5,0.1063075832742775,5
65,-0.0374369939047548,-5.771431706902419e-05,-0.0124276181430776,-0.0081475710204429,-0.0021294147334865,2,0.1747640685075173,6
66,0.0021160766327191,1.980593786454765e-05,0.001426973270219,0.0056203186264697,-0.0102598307330313,6,-0.0341880341880395,4
67,0.0192913344143814,2.9332421574990164e-05,0.006486343105206,0.0073441071833009,-0.0016577460360547,1,-0.2766251728907394,4
68,-0.113891177382233,4.975291091569023e-05,-0.0317074608467059,0.0174034290450795,-0.0494238316084061,6,0.450606585788558,7
69,-0.0119470416180081,2.8709627085232725e-05,-0.0040577067588235,0.003073435453835,0.0001467167155273,1,0.289226319595077,7
70,-0.0245300706485065,-4.13424743490598e-05,-0.0086966255538023,-0.0058055090412416,-0.003553938070809,1,0.1439366678661358,6
71,-0.0074472312464003,4.478690315568024e-05,-0.0019531567790681,0.0071201407398313,-0.0017969218786134,1,-0.4664513814137156,3
72,0.0015052516433533,1.2935901466004651e-05,0.000865170100622,0.002790778353043,-0.0420744317344,3,0.1442481067435959,6
73,-0.0279865282104055,-1.3075303180398734e-05,-0.0094545380995049,-0.0020492159447482,-0.0001436728692725,4,0.1808318264014492,6
74,0.0025211571680916,3.4663616381491735e-05,0.000762822384162,0.0047045351514555,-0.0008666736406959,2,0.0,4
75,-0.0017385132776949,-2.089732607646333e-05,-0.0008387838012805,-0.0031122195187479,0.000324480230746,1,0.1441961067051287,6
76,-0.0026529069722739,-2.557491204435713e-05,-0.0010470072406497,-0.0016266682634978,-0.0008991501372146,1,0.1802451333814012,6
77,0.0028653019993831,5.574224212878676e-05,0.0019255923286236,0.0088533004683191,-0.0064015821038134,3,-0.3231597845601431,4
78,0.2622374569338684,0.0016198702740526,0.0767220721765769,0.263820518757303,-0.0027159150221702,4,0.0,4
79,0.0025736508042695,6.863823485925291e-05,0.001022645020506,0.0084199906205808,-0.0026873492023704,3,-0.0359066427289104,4
80,-0.0099488251718679,1.2843363744297063e-05,-0.0032580622543968,0.0019918285599891,-0.0024432535741055,2,-0.0718648939992798,4
81,-0.2032444717794785,-0.0015100112864788,-0.070575700777295,-0.1922435673678002,-0.0023768585357024,3,0.3580379520229195,7
82,-0.0116947319503187,1.6692987326871744e-06,-0.0030732977947681,0.0033921829281643,-0.0143233284645057,5,-0.1423487544484081,4
83,0.2624137577458992,0.0006830467274243,0.0764895547631325,0.1098661622464268,-0.0042101496416436,3,0.3616636528028984,7
84,-0.0164713058389923,-5.9013385941608654e-05,-0.0053239367051732,-0.0063899023662887,-0.0033114754312672,3,-0.0359712230215883,4
